mes_ultimo_unico_robo,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto,year
agosto,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
noviembre,raponazo,tarde,Calle/Avenida,si,si,si,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
febrero,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
febrero,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
febrero,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
marzo,atraco,noche,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
junio,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
febrero,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
noviembre,atraco,noche,Vehículo,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
octubre,atraco,mañana,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
febrero,atraco,mañana,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
abril,atraco,tarde,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
agosto,engaño,tarde,Residencia ajena,no,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
marzo,atraco,noche,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
enero,atraco,noche,Calle/Avenida,si,si,si,si,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
febrero,raponazo,tarde,Calle/Avenida,no,si,si,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,si,2018
marzo,atraco,noche,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2018
abril,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
septiembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,si,2018
agosto,cosquilleo,tarde,Vehículo,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2018
febrero,atraco,mañana,Calle/Avenida,si,no,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
febrero,atraco,tarde,Calle/Avenida,si,no,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
octubre,atraco,madrugada,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
agosto,atraco,noche,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
agosto,atraco,tarde,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,otro problema,no,2018
abril,atraco,tarde,Residencia propia,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
diciembre,raponazo,,Residencia propia,no,no,no,si,si,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2018
noviembre,atraco,mañana,Otro lugar,si,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,otro problema,no,2018
diciembre,atraco,tarde,Calle/Avenida,si,si,si,no,no,no,si,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
diciembre,atraco,mañana,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
marzo,atraco,tarde,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
diciembre,fleteo,mañana,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
mayo,atraco,madrugada,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,otro problema,si,2018
diciembre,atraco,madrugada,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2018
julio,atraco,mañana,Calle/Avenida,si,si,no,no,no,no,si,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
diciembre,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2018
junio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
noviembre,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
enero,atraco,noche,Calle/Avenida,si,no,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
marzo,descuido,mañana,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
junio,raponazo,mañana,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
noviembre,atraco,tarde,Residencia propia,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
abril,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
agosto,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
diciembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
octubre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2018
abril,atraco,madrugada,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
noviembre,raponazo,tarde,Calle/Avenida,si,no,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
noviembre,raponazo,noche,Vehículo,si,si,si,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
noviembre,engaño,tarde,Residencia propia,no,si,no,no,no,no,no,no,no,si,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
febrero,descuido,madrugada,Residencia propia,no,no,no,si,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
febrero,raponazo,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
febrero,engaño,tarde,Residencia propia,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
agosto,raponazo,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2018
febrero,atraco,noche,Mercado/Comercio,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
septiembre,raponazo,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
agosto,atraco,noche,Trabajo/Estudio,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
septiembre,atraco,noche,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
septiembre,atraco,tarde,Residencia ajena,no,no,si,no,no,si,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,si,2018
octubre,atraco,noche,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,si,2018
octubre,atraco,madrugada,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
junio,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
agosto,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
junio,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
enero,cosquilleo,mañana,Transporte público,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
diciembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
noviembre,descuido,tarde,Calle/Avenida,no,no,no,no,si,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
marzo,atraco,noche,Calle/Avenida,si,si,no,no,no,si,si,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
septiembre,raponazo,noche,Transporte público,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2018
noviembre,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2018
mayo,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
abril,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
agosto,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
marzo,cosquilleo,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2018
junio,atraco,mañana,Parque/Deporte,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
julio,cosquilleo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
diciembre,atraco,tarde,Parque/Deporte,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
marzo,cosquilleo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
julio,atraco,mañana,Trabajo/Estudio,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
octubre,cosquilleo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2018
abril,raponazo,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2018
marzo,atraco,noche,Calle/Avenida,si,si,si,si,no,si,no,no,si,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2018
abril,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
noviembre,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
octubre,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
junio,cosquilleo,mañana,Transporte público,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,otro problema,no,2018
marzo,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2018
mayo,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
agosto,atraco,tarde,Calle/Avenida,no,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
octubre,atraco,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
agosto,raponazo,mañana,Calle/Avenida,si,no,no,no,no,si,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
julio,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
agosto,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
octubre,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
enero,descuido,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
febrero,atraco,tarde,Calle/Avenida,si,si,si,no,no,si,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
junio,cosquilleo,madrugada,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2018
agosto,paseo millonario,noche,Vehículo,si,si,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2018
agosto,engaño,tarde,Calle/Avenida,no,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
marzo,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
octubre,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
enero,cosquilleo,mañana,Transporte público,no,si,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,otro problema,no,2018
septiembre,atraco,tarde,Trabajo/Estudio,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
octubre,atraco,noche,Calle/Avenida,no,si,si,no,no,si,no,no,si,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
febrero,cosquilleo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2018
octubre,cosquilleo,noche,Transporte público,si,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
septiembre,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
julio,descuido,tarde,Residencia ajena,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
marzo,cosquilleo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
septiembre,descuido,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
diciembre,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
agosto,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
diciembre,raponazo,noche,Entretenimiento,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
julio,atraco,tarde,Calle/Avenida,no,si,si,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
septiembre,descuido,noche,Residencia propia,no,no,no,si,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
junio,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
abril,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
junio,descuido,tarde,Residencia propia,no,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
septiembre,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
junio,cosquilleo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
noviembre,descuido,tarde,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
marzo,raponazo,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
diciembre,engaño,tarde,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
julio,atraco,noche,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2018
octubre,atraco,mañana,Residencia propia,si,no,no,no,no,si,si,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,si,2018
junio,atraco,noche,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2018
