mes_ultimo_unico_robo,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto,year
enero,atraco,madrugada,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
marzo,descuido,tarde,Residencia propia,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
mayo,atraco,noche,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
octubre,raponazo,madrugada,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
enero,descuido,madrugada,Residencia propia,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,si,2019
junio,descuido,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
noviembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
enero,descuido,tarde,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
agosto,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2019
octubre,atraco,tarde,Carretera/Trocha,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2019
mayo,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
febrero,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
septiembre,cosquilleo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
febrero,cosquilleo,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
diciembre,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
julio,descuido,mañana,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
mayo,cosquilleo,noche,Mercado/Comercio,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
noviembre,descuido,noche,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2019
septiembre,atraco,noche,Residencia ajena,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
noviembre,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
diciembre,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
enero,atraco,mañana,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2019
noviembre,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
agosto,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
febrero,atraco,mañana,Residencia propia,no,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
junio,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
agosto,descuido,mañana,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2019
octubre,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2019
octubre,atraco,tarde,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
agosto,atraco,mañana,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
junio,engaño,tarde,Vehículo,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
noviembre,atraco,noche,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
noviembre,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
junio,descuido,mañana,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2019
julio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
noviembre,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
octubre,descuido,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
junio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
octubre,descuido,mañana,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
septiembre,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
julio,atraco,mañana,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2019
noviembre,atraco,noche,Vehículo,no,no,si,si,no,no,no,si,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
febrero,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
febrero,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
enero,descuido,tarde,Vehículo,no,no,si,no,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,otro problema,no,2019
marzo,cosquilleo,mañana,Transporte público,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,si,2019
septiembre,raponazo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
julio,engaño,mañana,Mercado/Comercio,no,si,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
noviembre,engaño,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
octubre,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
junio,raponazo,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
junio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2019
diciembre,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
mayo,raponazo,mañana,Residencia propia,no,no,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
marzo,descuido,tarde,Trabajo/Estudio,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2019
febrero,atraco,mañana,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
octubre,atraco,tarde,Mercado/Comercio,si,si,no,no,no,si,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
junio,raponazo,mañana,Mercado/Comercio,si,si,si,no,no,no,no,no,si,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
diciembre,cosquilleo,tarde,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
julio,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
mayo,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
noviembre,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
agosto,atraco,mañana,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
marzo,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
enero,atraco,noche,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
junio,atraco,noche,Calle/Avenida,no,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
septiembre,descuido,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2019
agosto,atraco,tarde,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
octubre,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2019
diciembre,cosquilleo,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
octubre,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2019
diciembre,atraco,tarde,Residencia propia,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
junio,cosquilleo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2019
septiembre,descuido,mañana,Trabajo/Estudio,no,no,no,si,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
agosto,cosquilleo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
septiembre,engaño,madrugada,Trabajo/Estudio,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,consideró innecesario,no,2019
octubre,cosquilleo,,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
noviembre,cosquilleo,tarde,Transporte público,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
septiembre,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
septiembre,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
noviembre,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2019
marzo,atraco,madrugada,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
septiembre,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
diciembre,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
julio,cosquilleo,mañana,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
marzo,cosquilleo,tarde,Transporte público,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
enero,cosquilleo,noche,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
agosto,atraco,tarde,Calle/Avenida,si,no,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
noviembre,cosquilleo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
diciembre,atraco,noche,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
noviembre,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
septiembre,descuido,madrugada,Residencia propia,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
enero,atraco,tarde,Vehículo,no,no,no,si,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
octubre,descuido,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
marzo,descuido,tarde,Trabajo/Estudio,no,no,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
mayo,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
enero,atraco,tarde,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
septiembre,atraco,tarde,Mercado/Comercio,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
octubre,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2019
junio,atraco,noche,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
noviembre,atraco,mañana,Calle/Avenida,si,si,si,no,no,no,no,si,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
diciembre,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
diciembre,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
octubre,atraco,tarde,Trabajo/Estudio,no,no,si,no,no,si,no,no,no,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
noviembre,atraco,tarde,Calle/Avenida,no,no,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
noviembre,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
junio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
abril,cosquilleo,mañana,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
julio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
agosto,descuido,noche,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
noviembre,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
noviembre,descuido,tarde,Calle/Avenida,si,si,si,no,no,no,no,no,si,no,si,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
abril,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
noviembre,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
noviembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2019
mayo,atraco,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2019
diciembre,raponazo,tarde,Calle/Avenida,no,si,si,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2019
julio,raponazo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,si,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2019
noviembre,atraco,mañana,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
febrero,descuido,tarde,Parque/Deporte,si,si,si,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
julio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2019
noviembre,atraco,tarde,Calle/Avenida,si,si,no,si,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
febrero,raponazo,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
julio,descuido,noche,Entretenimiento,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
enero,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
noviembre,atraco,mañana,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2019
diciembre,cosquilleo,mañana,Mercado/Comercio,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconocimiento del proceso,no,2019
julio,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2019
julio,atraco,tarde,Calle/Avenida,no,si,si,no,no,si,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2019
diciembre,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,miedo a represalias,no,2019
julio,cosquilleo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,falta de pruebas,no,2019
diciembre,atraco,madrugada,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
enero,cosquilleo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
marzo,atraco,mañana,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
mayo,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
febrero,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
marzo,atraco,tarde,Calle/Avenida,no,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
mayo,descuido,tarde,Residencia propia,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desaconsejado por autoridades,no,2019
junio,atraco,noche,Parque/Deporte,no,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
octubre,atraco,mañana,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
septiembre,raponazo,noche,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,implicación de conocidos,no,2019
marzo,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
marzo,atraco,tarde,Parque/Deporte,si,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
abril,cosquilleo,noche,Otro lugar,si,no,no,no,no,no,no,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,trámites engorrosos,no,2019
octubre,atraco,noche,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,no_denuncia,no_denuncia,no_denuncia,no_denuncia,no_denuncia,desconfianza en la justicia,no,2019
