DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto,year
419131,237,1,1,1,"1082,08714499173",julio,este municipio,raponazo,tarde,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
419131,237,2,1,2,"1082,08714499173",mayo,este municipio,atraco,noche,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
419135,237,4,1,4,"838,637411186641",octubre,este municipio,cosquilleo,tarde,Transporte público,si,no,no,no,no,,,,,,si,si,denuncias en línea,policia,recuperar bienes,,,,no,2018
419137,237,3,1,3,"1293,16618236061",noviembre,este municipio,atraco,madrugada,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
419140,237,1,1,1,"1111,34635186164",junio,este municipio,engaño,tarde,Otro lugar,no,si,no,no,no,no,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2018
419145,237,1,1,1,"963,825481521777",diciembre,este municipio,descuido,mañana,Trabajo/Estudio,no,no,si,si,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
419148,237,1,1,1,"870,139835577891",noviembre,este municipio,descuido,noche,Vehículo,no,no,no,si,no,no,no,no,no,no,no,si,denuncias en línea,policia,justicia,,,,no,2018
419150,237,3,1,3,"1097,27680511214",mayo,este municipio,atraco,noche,Transporte público,no,no,no,si,no,no,no,no,no,si,no,no,,,,,,desconfianza en la justicia,no,2018
419151,237,2,1,2,"910,712166172261",marzo,este municipio,atraco,mañana,Calle/Avenida,si,si,si,no,no,no,si,no,si,no,no,si,C.A.I.,policia,recuperar bienes,si,,,si,2018
419153,237,2,1,2,"1134,74440365614",noviembre,este municipio,cosquilleo,noche,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,consideró innecesario,no,2018
419155,237,2,1,2,"1082,08714499173",enero,este municipio,cosquilleo,tarde,Transporte público,no,si,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
419157,237,1,1,1,"1023,46244284225",febrero,este municipio,cosquilleo,mañana,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,consideró innecesario,no,2018
419158,237,2,1,2,"1044,16348976263",marzo,este municipio,clonación_targeta,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,si,2018
419159,237,3,1,3,"1170,20748565511",julio,este municipio,cosquilleo,noche,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,trámites engorrosos,no,2018
419161,237,1,1,1,"1257,13187216373",junio,este municipio,atraco,noche,Residencia propia,si,si,no,no,no,no,si,no,no,no,no,si,Fiscalía,fiscalia,evitar ocurrencia,si,,,no,2018
419161,237,2,1,2,"1257,13187216373",julio,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
419162,237,3,1,3,"992,170287784023",mayo,este municipio,atraco,tarde,Calle/Avenida,no,no,si,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
419170,237,1,1,1,"979,427357002043",febrero,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,si,C.A.I.,policia,proteccion,no,trato inadecuado,,no,2018
419174,237,4,1,4,"1114,35581026478",junio,este municipio,atraco,tarde,Calle/Avenida,si,si,si,si,no,no,no,no,no,no,si,si,Estación de Policía,policia,justicia,no,trato inadecuado,,no,2018
419176,237,2,1,2,"915,811337612372",febrero,este municipio,atraco,noche,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,,,,,,consideró innecesario,no,2018
419179,237,1,1,1,"1044,16348976263",abril,este municipio,cosquilleo,noche,Transporte público,no,si,no,no,no,,,,,,no,si,denuncias en línea,policia,recuperar bienes,,,,no,2018
419179,237,2,1,2,"1044,16348976263",junio,este municipio,cosquilleo,noche,Transporte público,si,no,no,no,no,,,,,,no,si,denuncias en línea,policia,recuperar bienes,,,,no,2018
419180,237,3,1,3,"1134,74440365614",marzo,este municipio,cosquilleo,tarde,Trabajo/Estudio,si,no,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,si,2018
419181,237,1,1,1,"900,621677491962",agosto,este municipio,cosquilleo,mañana,Transporte público,si,no,no,no,no,,,,,,si,si,C.A.I.,policia,requisito para tramite,no,requisitos excesivos,,no,2018
419181,237,2,1,2,"900,621677491962",marzo,este municipio,atraco,noche,Transporte público,si,no,no,no,no,no,si,no,no,no,si,si,Fiscalía,fiscalia,evitar ocurrencia,si,,,no,2018
419184,237,2,1,2,"885,68651199976",junio,este municipio,atraco,tarde,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,,,,,,desconocimiento del proceso,no,2018
419190,237,2,1,2,"764,831372222937",junio,este municipio,cosquilleo,,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
419192,237,2,1,2,"989,872208681544",agosto,este municipio,raponazo,mañana,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,si,si,denuncias en línea,fiscalia,justicia,,,,no,2018
419195,237,1,1,1,"927,434155023439",mayo,este municipio,atraco,noche,Parque/Deporte,si,si,si,no,no,no,si,no,no,no,si,si,Estación de Policía,policia,justicia,no,espera excesiva,,no,2018
419196,237,3,1,3,"938,855026407673",julio,este municipio,cosquilleo,tarde,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
419199,237,2,1,2,"908,063490806997",febrero,este municipio,descuido,noche,Transporte público,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
419200,237,3,1,3,"1011,69602227509",agosto,este municipio,cosquilleo,noche,Transporte público,no,si,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
419204,237,1,1,1,"912,042548876196",noviembre,este municipio,cosquilleo,mañana,Transporte público,si,si,no,no,no,,,,,,no,si,denuncias en línea,policia,requisito para tramite,,,,no,2018
419205,237,2,1,2,"805,403702817307",septiembre,este municipio,cosquilleo,mañana,Calle/Avenida,si,no,no,no,no,,,,,,no,si,denuncias en línea,policia,requisito para tramite,,,,no,2018
419205,237,3,1,3,"805,403702817307",julio,este municipio,cosquilleo,tarde,Transporte público,si,no,no,no,no,,,,,,si,si,C.A.I.,policia,obligacion_ciudadana,si,,,no,2018
419206,237,2,1,2,"975,448298932844",diciembre,este municipio,atraco,madrugada,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,denuncias en línea,policia,proteccion,,,,no,2018
419207,237,4,1,4,"1040,54144799489",octubre,este municipio,atraco,noche,Calle/Avenida,no,si,no,no,no,no,si,no,si,no,no,no,,,,,,desconocimiento del proceso,no,2018
419208,237,2,1,2,"833,546563052719",noviembre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,falta de pruebas,no,2018
419225,237,3,1,3,"560,010470027549",enero,este municipio,atraco,madrugada,Calle/Avenida,no,no,si,no,no,no,si,no,no,no,no,no,,,,,,consideró innecesario,no,2018
419237,237,3,1,3,"70,2050040426554",junio,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
419237,237,5,1,5,"70,2050040426554",enero,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,miedo a represalias,no,2018
419246,237,2,1,2,"1475,13994355463",marzo,este municipio,descuido,mañana,Residencia propia,si,si,si,si,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
419262,237,1,1,1,"554,813739772708",julio,este municipio,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
419279,237,4,1,4,"615,02988660662",diciembre,otro,descuido,tarde,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,,,,no,2018
419284,237,1,1,1,"567,806719241776",junio,este municipio,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,,,,,,no,si,Estación de Policía,policia,recuperar bienes,si,,,no,2018
419284,237,3,1,3,"567,806719241776",marzo,otro,cosquilleo,mañana,Entretenimiento,si,no,no,no,no,,,,,,no,no,,,,,,consideró innecesario,no,2018
419296,237,2,1,2,"61,3836114612534",enero,este municipio,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
419298,237,2,1,2,"58,1894677112139",noviembre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,trámites engorrosos,no,2018
419299,237,1,1,1,"93,8077382084355",agosto,este municipio,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,Estación de Policía,fiscalia,obligacion_ciudadana,si,,,no,2018
419300,237,2,1,2,"50,1991987875661",diciembre,este municipio,descuido,noche,Trabajo/Estudio,si,si,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
419301,237,1,1,1,"44,5093687758436",agosto,este municipio,raponazo,mañana,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,si,Estación de Policía,policia,justicia,no,info imprecisa,,no,2018
419307,237,2,1,2,"91,881529334449",abril,este municipio,engaño,tarde,Trabajo/Estudio,no,no,si,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
419313,237,5,1,5,"59,5815406763437",julio,este municipio,cosquilleo,tarde,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,consideró innecesario,no,2018
419314,237,1,1,1,"70,7747955604977",octubre,este municipio,atraco,noche,Calle/Avenida,si,si,si,no,no,no,si,si,no,no,no,si,denuncias en línea,policia,requisito para tramite,,,,no,2018
419315,237,1,1,1,"71,8148221549536",noviembre,este municipio,descuido,madrugada,Calle/Avenida,no,no,si,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,,,,no,2018
419315,237,2,1,2,"71,8148221549536",marzo,este municipio,engaño,mañana,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,evitar ocurrencia,,,,no,2018
419319,237,3,1,3,"60,3393241885126",junio,este municipio,raponazo,mañana,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,obligacion_ciudadana,,,,no,2018
419319,237,4,1,4,"60,3393241885126",mayo,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
419336,237,2,1,2,"53,7706352237001",septiembre,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2018
419337,237,2,1,2,"81,5609125421163",septiembre,este municipio,cosquilleo,tarde,Calle/Avenida,no,si,no,no,no,,,,,,no,si,denuncias en línea,policia,requisito para tramite,,,,no,2018
419339,237,1,1,1,"116,496938034372",junio,este municipio,raponazo,tarde,Calle/Avenida,si,si,si,no,no,no,no,no,si,no,no,no,,,,,,trámites engorrosos,no,2018
419342,237,1,1,1,"63,0625129047953",diciembre,este municipio,atraco,noche,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,,,,,,consideró innecesario,no,2018
419342,237,2,1,2,"63,0625129047953",marzo,este municipio,atraco,noche,Trabajo/Estudio,si,si,si,si,no,no,si,no,si,no,no,si,Reporte de objetos perdidos en línea,policia,requisito para tramite,,,,no,2018
419343,237,1,1,1,"77,1233849504159",febrero,este municipio,descuido,mañana,Residencia propia,si,no,no,no,no,no,no,no,no,no,si,no,,,,,,desconfianza en la justicia,no,2018
419345,237,2,1,2,"50,2582000935384",abril,este municipio,descuido,mañana,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
419360,237,2,1,2,"67,4747991346273",junio,este municipio,cosquilleo,tarde,Trabajo/Estudio,si,no,no,no,no,,,,,,no,si,Estación de Policía,policia,obligacion_ciudadana,si,,,no,2018
419366,237,2,1,2,"72,6703925226725",noviembre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,consideró innecesario,si,2018
419368,237,1,1,1,"77,1956481599216",julio,este municipio,descuido,mañana,Trabajo/Estudio,no,no,no,si,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
419370,237,4,1,4,"69,4941674866338",abril,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
419374,237,2,1,2,"66,8004819001133",junio,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,obligacion_ciudadana,,,,no,2018
419375,237,1,1,1,"79,356311573187",junio,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,Estación de Policía,fiscalia,requisito para tramite,no,info imprecisa,,no,2018
419381,237,2,1,2,"52,5291358757014",noviembre,este municipio,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
419381,237,4,1,4,"52,5291358757014",agosto,este municipio,raponazo,noche,Calle/Avenida,no,no,si,no,no,no,no,no,si,no,si,si,denuncias en línea,policia,requisito para tramite,,,,no,2018
419393,237,2,1,2,"80,4017713682961",abril,este municipio,raponazo,noche,Calle/Avenida,no,no,si,no,no,no,si,no,no,no,no,no,,,,,,consideró innecesario,no,2018
419393,237,6,1,6,"80,4017713682961",noviembre,este municipio,raponazo,tarde,Transporte público,no,si,si,no,no,no,si,no,si,no,no,no,,,,,,consideró innecesario,no,2018
419393,237,7,1,7,"80,4017713682961",enero,este municipio,atraco,mañana,Calle/Avenida,no,si,no,no,no,si,no,no,si,no,no,si,Estación de Policía,policia,justicia,si,,,no,2018
419415,237,1,1,1,"50,4267012421657",agosto,este municipio,atraco,tarde,Residencia propia,si,si,no,si,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
419417,237,1,1,1,"69,0629116526466",diciembre,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2018
419430,237,1,1,1,"61,2411438776262",agosto,este municipio,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,,,,,,miedo a represalias,no,2018
419441,237,3,1,3,"76,2390878431206",febrero,este municipio,engaño,noche,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,policia,recuperar bienes,,,,no,2018
419446,237,2,1,2,"84,737137578155",marzo,este municipio,raponazo,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,si,Reporte de objetos perdidos en línea,policia,evitar ocurrencia,,,,no,2018
419454,237,1,1,1,"72,2636016603679",noviembre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2018
419456,237,1,1,1,"44,987646457468",febrero,este municipio,atraco,tarde,Calle/Avenida,si,no,si,no,no,no,si,no,no,no,no,no,,,,,,trámites engorrosos,no,2018
419456,237,2,1,2,"44,987646457468",febrero,este municipio,raponazo,tarde,Transporte público,no,no,si,no,no,no,no,no,si,no,no,no,,,,,,consideró innecesario,no,2018
419458,237,1,1,1,"61,0136414230265",marzo,este municipio,cosquilleo,noche,Calle/Avenida,no,si,si,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2018
419465,237,1,1,1,"64,2733327367201",febrero,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,Estación de Policía,policia,obligacion_ciudadana,si,,,no,2018
419466,237,1,1,1,"70,7344904483209",marzo,este municipio,cosquilleo,tarde,Calle/Avenida,no,si,no,no,no,,,,,,no,no,,,,,,trámites engorrosos,no,2018
419466,237,2,1,2,"70,7344904483209",mayo,este municipio,raponazo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,si,no,no,no,,,,,,trámites engorrosos,no,2018
419473,237,4,1,4,"45,1715966291924",abril,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2018
