DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto,year
539018,237,1,1,1,"975,371359616684",junio,este municipio,cosquilleo,madrugada,Transporte público,si,no,no,no,no,,,,,,no,si,denuncias en línea,,obligacion_ciudadana,,,,no,2019
539037,237,1,1,1,"1581,1492612457",mayo,este municipio,engaño,tarde,Calle/Avenida,no,si,si,no,no,no,no,no,no,no,si,si,Estación de Policía,policia,recuperar bienes,no,trato inadecuado,,no,2019
539041,237,3,1,3,"70,4435735234273",julio,este municipio,atraco,mañana,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,si,Fiscalía,fiscalia,obligacion_ciudadana,si,,,no,2019
539043,237,1,1,1,"65,878282462232",mayo,este municipio,atraco,tarde,Trabajo/Estudio,si,si,no,no,no,si,si,no,no,no,no,si,Fiscalía,fiscalia,justicia,no,info imprecisa,,no,2019
539044,237,1,1,1,"74,9595983385623",abril,este municipio,descuido,tarde,Residencia propia,no,no,si,no,no,no,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2019
539048,237,1,1,1,"66,1032051639122",febrero,otro,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,si,2019
539050,237,1,1,1,"53,5577843194963",junio,este municipio,atraco,madrugada,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,denuncias en línea,,obligacion_ciudadana,,,,no,2019
539050,237,2,1,2,"53,5577843194963",marzo,este municipio,atraco,noche,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539050,237,3,1,3,"53,5577843194963",septiembre,este municipio,raponazo,madrugada,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,,obligacion_ciudadana,,,,no,2019
539063,237,1,1,1,"60,6243392879475",noviembre,este municipio,raponazo,mañana,Calle/Avenida,no,no,si,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539076,237,1,1,1,"70,5460261004796",noviembre,este municipio,raponazo,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539096,237,3,1,3,"60,3591613344454",mayo,este municipio,engaño,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2019
539133,237,4,1,4,"94,4950165200154",octubre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,si,si,C.A.I.,policia,evitar ocurrencia,si,,,no,2019
539151,237,1,1,1,"62,017662640332",octubre,este municipio,descuido,mañana,Calle/Avenida,no,no,no,no,si,no,si,no,no,no,no,no,,,,,,trámites engorrosos,no,2019
539171,237,2,1,2,"92,5509076231889",junio,este municipio,atraco,mañana,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539194,237,1,1,1,"77,6184560468592",junio,este municipio,raponazo,mañana,Calle/Avenida,no,no,si,no,no,no,no,no,si,no,no,no,,,,,,falta de pruebas,si,2019
539209,237,2,1,2,"1818,30532506437",junio,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539217,237,2,1,2,"89,5978661516884",noviembre,este municipio,raponazo,noche,Calle/Avenida,no,si,si,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539225,237,3,1,3,"92,0598257365129",mayo,este municipio,descuido,mañana,Calle/Avenida,no,no,no,si,no,no,no,no,no,no,si,si,Fiscalía,fiscalia,requisito para tramite,si,,,no,2019
539245,237,1,1,1,"141,922020939214",junio,este municipio,atraco,tarde,Calle/Avenida,no,no,si,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539272,237,1,1,1,"91,9970548911127",julio,este municipio,atraco,tarde,Transporte público,si,si,no,no,no,si,no,no,no,no,no,no,,,,,,desconocimiento del proceso,no,2019
539286,237,1,1,1,"966,956602512145",mayo,otro,descuido,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539288,237,4,1,4,"1224,92303477574",junio,este municipio,descuido,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539296,237,1,1,1,"912,168642875541",julio,otro,atraco,noche,Transporte público,si,si,no,no,no,si,no,no,no,no,no,no,,,,,,10.0,no,2019
539298,237,3,1,3,"1307,73959172153",septiembre,este municipio,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,si,C.A.I.,policia,obligacion_ciudadana,no,info imprecisa,,no,2019
539308,237,2,1,2,"93,5499212188046",marzo,otro,raponazo,tarde,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,si,Fiscalía,policia,recuperar bienes,si,,,no,2019
539313,237,6,1,6,"258,128421479452",junio,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539315,237,1,1,1,"254,97475593757",mayo,otro,cosquilleo,mañana,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,falta de pruebas,no,2019
539320,237,1,1,1,"298,040607418871",noviembre,este municipio,atraco,madrugada,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539321,237,1,1,1,"246,277340829534",marzo,este municipio,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539321,237,3,1,3,"246,277340829534",junio,este municipio,atraco,mañana,Transporte público,si,si,no,si,no,no,si,no,no,no,no,si,C.A.I.,policia,proteccion,no,trato inadecuado,,no,2019
539326,237,2,1,2,"246,95239000148",octubre,este municipio,descuido,tarde,Vehículo,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539343,237,3,1,3,"216,279713287716",marzo,este municipio,raponazo,noche,Calle/Avenida,no,si,si,no,no,no,no,no,si,no,no,no,,,,,,implicación de conocidos,no,2019
539345,237,1,1,1,"224,302079223807",octubre,este municipio,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,si,no,,,,,,desconfianza en la justicia,no,2019
539347,237,1,1,1,"276,065345813144",febrero,otro,atraco,mañana,Calle/Avenida,no,no,no,si,no,si,no,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,si,,,no,2019
539349,237,2,1,2,"258,592389261193",enero,este municipio,raponazo,noche,Calle/Avenida,si,no,si,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539350,237,1,1,1,"220,308720655705",mayo,este municipio,clonación_targeta,,Mercado/Comercio,no,si,no,no,no,no,no,no,no,no,no,si,Fiscalía,fiscalia,justicia,no,espera excesiva,,no,2019
539356,237,3,1,3,"240,076284338646",marzo,este municipio,atraco,mañana,Calle/Avenida,no,si,no,no,no,no,si,no,si,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539361,237,2,1,2,"751,599555640398",febrero,este municipio,engaño,mañana,Calle/Avenida,si,no,si,no,no,no,no,no,no,no,no,si,Fiscalía,fiscalia,obligacion_ciudadana,no,info imprecisa,,no,2019
539366,237,3,1,3,"229,079119917826",agosto,este municipio,atraco,noche,Calle/Avenida,no,si,si,no,no,no,si,si,si,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539367,237,2,1,2,"242,561737785045",diciembre,este municipio,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,Estación de Policía,policia,obligacion_ciudadana,si,,,no,2019
539370,237,3,1,3,"298,040607418871",octubre,este municipio,atraco,mañana,Calle/Avenida,no,no,si,no,no,no,si,no,no,no,no,no,,,,,,implicación de conocidos,si,2019
539373,237,2,1,2,"222,553753932689",abril,este municipio,raponazo,noche,Calle/Avenida,no,no,no,si,no,no,no,no,no,no,no,si,denuncias en línea,,recuperar bienes,,,,no,2019
539377,237,1,1,1,"296,146313819584",enero,este municipio,atraco,noche,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,no,info imprecisa,,no,2019
539380,237,1,1,1,"367,672001910069",noviembre,este municipio,atraco,noche,Vehículo,si,si,no,no,no,si,no,no,no,no,no,no,,,,,,falta de pruebas,si,2019
539385,237,1,1,1,"248,773699446682",mayo,este municipio,atraco,tarde,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539388,237,2,1,2,"224,302079223807",agosto,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,Fiscalía,fiscalia,otro,no,espera excesiva,,no,2019
539410,237,1,1,1,"257,182453860357",abril,este municipio,atraco,tarde,Parque/Deporte,si,no,no,no,no,si,no,no,no,no,no,si,denuncias en línea,,requisito para tramite,,,,no,2019
539415,237,4,1,4,"240,076284338646",julio,este municipio,atraco,noche,Trabajo/Estudio,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539419,237,2,1,2,"266,358308835974",septiembre,este municipio,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539428,237,4,1,4,"307,211320212695",octubre,este municipio,cosquilleo,mañana,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,falta de pruebas,no,2019
539429,237,1,1,1,"371,78791848626",agosto,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,implicación de conocidos,no,2019
539429,237,3,1,3,"371,78791848626",febrero,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539431,237,3,1,3,"220,659460333402",noviembre,otro,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,si,si,denuncias en línea,,obligacion_ciudadana,,,,no,2019
539436,237,4,1,4,"285,236058606968",junio,este municipio,raponazo,mañana,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,si,denuncias en línea,,requisito para tramite,,,,no,2019
539451,237,2,1,2,"240,740428339843",julio,este municipio,cosquilleo,mañana,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,desaconsejado por autoridades,no,2019
539464,237,4,1,4,"421,729875630396",agosto,este municipio,atraco,tarde,Calle/Avenida,no,no,si,no,no,si,no,no,no,no,no,si,Estación de Policía,policia,obligacion_ciudadana,si,,,no,2019
539468,237,2,1,2,"248,48503875232",diciembre,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539472,237,1,1,1,"331,007891263624",enero,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539472,237,2,1,2,"331,007891263624",julio,este municipio,atraco,madrugada,Calle/Avenida,si,si,si,no,no,si,no,no,no,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539487,237,5,1,5,"525,157712938458",marzo,este municipio,atraco,noche,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539490,237,2,1,2,"655,659868412858",septiembre,este municipio,atraco,madrugada,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539493,237,1,1,1,"724,125466003897",diciembre,otro,engaño,mañana,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,no,info imprecisa,,no,2019
539500,237,2,1,2,"213,377898957071",septiembre,este municipio,atraco,noche,Parque/Deporte,si,si,no,no,no,si,no,no,no,no,no,no,,,,,,miedo a represalias,si,2019
539502,237,1,1,1,"254,97475593757",marzo,este municipio,atraco,tarde,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,si,denuncias en línea,,recuperar bienes,,,,no,2019
539503,237,2,1,2,"222,480769778604",febrero,este municipio,atraco,noche,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,si,,,si,2019
539506,237,1,1,1,"390,583901230845",diciembre,este municipio,atraco,mañana,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,,,,,,falta de pruebas,no,2019
539509,237,1,1,1,"972,454015453202",marzo,este municipio,cosquilleo,tarde,Vehículo,si,no,no,no,no,,,,,,no,no,,,,,,trámites engorrosos,si,2019
539509,237,4,1,4,"972,454015453202",julio,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,implicación de conocidos,no,2019
539512,237,1,1,1,"2003,97276083679",junio,otro,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,si,,,no,2019
539514,237,5,1,5,"1542,39234714586",agosto,este municipio,atraco,madrugada,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,si,denuncias en línea,,requisito para tramite,,,,no,2019
539547,237,3,1,3,"39,9843222562893",diciembre,este municipio,atraco,tarde,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,si,denuncias en línea,,requisito para tramite,,,,no,2019
539547,237,1,1,1,"39,9843222562893",diciembre,este municipio,raponazo,tarde,Calle/Avenida,no,si,no,no,no,no,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2019
539548,237,1,1,1,"43,2539081099135",junio,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539552,237,3,1,3,"39,109553425383",noviembre,este municipio,atraco,tarde,Calle/Avenida,si,si,no,no,no,no,no,si,no,no,no,no,,,,,,trámites engorrosos,no,2019
539556,237,2,1,2,"36,7851875397949",junio,este municipio,raponazo,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,no,no,no,no,,,,,,implicación de conocidos,no,2019
539558,237,2,1,2,"46,1387720653855",mayo,este municipio,atraco,mañana,Calle/Avenida,si,no,no,no,no,si,si,no,no,no,no,no,,,,,,falta de pruebas,no,2019
539559,237,1,1,1,"36,944717863508",febrero,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539561,237,1,1,1,"82,452846653392",septiembre,este municipio,atraco,mañana,Calle/Avenida,si,no,no,no,no,no,si,no,no,no,no,si,denuncias en línea,,evitar ocurrencia,,,,no,2019
539564,237,2,1,2,"36,944717863508",junio,este municipio,atraco,tarde,Vehículo,no,no,si,no,no,no,no,no,si,no,no,no,,,,,,desconfianza en la justicia,no,2019
539569,237,1,1,1,"38,650261650024",junio,este municipio,cosquilleo,mañana,Transporte público,si,si,no,no,no,,,,,,no,si,C.A.I.,fiscalia,justicia,si,,,no,2019
539574,237,3,1,3,"41,9946723134226",agosto,este municipio,cosquilleo,madrugada,Calle/Avenida,si,no,no,no,no,,,,,,no,no,,,,,,trámites engorrosos,no,2019
539576,237,2,1,2,"31,7045514098911",abril,este municipio,atraco,mañana,Calle/Avenida,no,si,no,no,no,no,si,no,no,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539577,237,1,1,1,"75,4979241597573",noviembre,este municipio,raponazo,mañana,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,si,denuncias en línea,,evitar ocurrencia,,,,no,2019
539580,237,1,1,1,"38,5172620655499",junio,este municipio,raponazo,tarde,Calle/Avenida,si,si,no,no,no,no,no,no,si,no,no,no,,,,,,desconfianza en la justicia,no,2019
539587,237,1,1,1,"78,5556816331945",mayo,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,implicación de conocidos,no,2019
539592,237,1,1,1,"49,5790179591645",agosto,este municipio,atraco,noche,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,si,no,,,,,,falta de pruebas,no,2019
539595,237,1,1,1,"82,6106511996294",noviembre,este municipio,atraco,mañana,Calle/Avenida,si,si,no,no,no,no,no,no,si,no,si,si,C.A.I.,policia,requisito para tramite,no,requisitos excesivos,,no,2019
539597,237,1,1,1,"82,452846653392",junio,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539603,237,1,1,1,"47,4914308549491",enero,este municipio,raponazo,mañana,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,,,,,,trámites engorrosos,no,2019
539605,237,1,1,1,"39,9843222562893",diciembre,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,falta de pruebas,no,2019
539634,237,1,1,1,"1439,01149010125",diciembre,este municipio,descuido,noche,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539650,237,1,1,1,"1112,86048799309",agosto,otro,atraco,tarde,Calle/Avenida,si,si,si,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539654,237,2,1,2,"64,609082325657",marzo,este municipio,atraco,noche,Calle/Avenida,si,no,si,no,no,no,si,no,si,no,no,no,,,,,,desconfianza en la justicia,no,2019
539655,237,1,1,1,"64,2878073111897",octubre,este municipio,atraco,noche,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,,,,,,falta de pruebas,no,2019
539662,237,1,1,1,"63,6637487118385",octubre,este municipio,cosquilleo,tarde,Calle/Avenida,si,no,no,no,no,,,,,,no,no,,,,,,falta de pruebas,no,2019
539665,237,2,1,2,"73,2352120129035",julio,este municipio,descuido,tarde,Trabajo/Estudio,no,no,si,no,no,no,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2019
539666,237,1,1,1,"79,0280517324335",febrero,este municipio,descuido,tarde,Trabajo/Estudio,no,no,no,no,si,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539670,237,2,1,2,"63,5578711119102",noviembre,este municipio,raponazo,noche,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539670,237,4,1,4,"63,5578711119102",septiembre,este municipio,cosquilleo,noche,Calle/Avenida,si,no,no,no,no,,,,,,no,si,denuncias en línea,,justicia,,,,no,2019
539700,237,3,1,3,"120,783228777772",marzo,este municipio,raponazo,noche,Calle/Avenida,no,no,si,no,no,no,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2019
539717,237,3,1,3,"60,8888094782083",agosto,este municipio,atraco,tarde,Calle/Avenida,si,no,si,no,no,no,si,no,si,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539720,237,1,1,1,"812,447342336956",octubre,otro,atraco,tarde,Calle/Avenida,no,si,si,no,no,no,no,no,no,si,si,si,Estación de Policía,policia,justicia,si,,,no,2019
539728,237,1,1,1,"61,1489712133037",enero,este municipio,raponazo,mañana,Transporte público,si,si,si,no,no,no,no,no,si,no,no,si,Estación de Policía,policia,justicia,si,,,no,2019
539738,237,1,1,1,"67,5565175153667",febrero,este municipio,engaño,mañana,Calle/Avenida,no,no,si,no,no,no,no,no,no,si,no,no,,,,,,desconfianza en la justicia,no,2019
539758,237,5,2,1,"58,4632339281292",junio,este municipio,descuido,tarde,Trabajo/Estudio,si,si,si,no,no,no,no,no,no,no,no,si,denuncias en línea,,obligacion_ciudadana,,,,no,2019
539761,237,1,1,1,"63,0095404302173",abril,este municipio,descuido,tarde,Calle/Avenida,si,si,no,no,no,no,si,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539782,237,2,1,2,"73,3370449065971",junio,este municipio,raponazo,tarde,Vehículo,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539795,237,3,1,3,"72,0099672016001",abril,este municipio,atraco,noche,Calle/Avenida,no,no,si,si,no,no,si,no,no,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539812,237,2,1,2,"73,9576068230275",enero,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,si,si,denuncias en línea,,obligacion_ciudadana,,,,no,2019
539818,237,1,1,1,"72,1181715048041",julio,este municipio,descuido,noche,Calle/Avenida,no,no,si,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539820,237,3,1,3,"71,5667358189992",mayo,este municipio,atraco,noche,Trabajo/Estudio,si,no,no,no,no,no,si,no,no,no,si,no,,,,,,falta de pruebas,no,2019
539829,237,1,1,1,"81,2795920802017",junio,este municipio,descuido,tarde,Residencia propia,no,si,no,no,no,no,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2019
539851,237,1,1,1,"59,7667725602245",enero,este municipio,cosquilleo,tarde,Calle/Avenida,no,si,no,no,no,,,,,,no,si,denuncias en línea,,obligacion_ciudadana,,,,no,2019
539882,237,2,1,2,"50,7898425448601",marzo,este municipio,cosquilleo,tarde,Trabajo/Estudio,si,no,no,no,no,,,,,,no,no,,,,,,trámites engorrosos,no,2019
539934,237,2,1,2,"810,168464044603",octubre,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
539942,237,4,1,4,"41,3328264188247",septiembre,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,,,,,,desaconsejado por autoridades,no,2019
539943,237,2,1,2,"42,2479822271052",septiembre,este municipio,atraco,tarde,Residencia propia,si,no,no,no,no,si,no,no,no,no,si,si,C.A.I.,policia,recuperar bienes,si,,,no,2019
539952,237,1,1,1,"43,9860119840524",julio,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,implicación de conocidos,no,2019
539959,237,4,1,4,"38,1013307561196",noviembre,este municipio,atraco,tarde,Calle/Avenida,si,no,si,no,no,no,si,no,no,no,no,no,,,,,,trámites engorrosos,no,2019
539970,237,1,1,1,"40,3855362529802",septiembre,este municipio,raponazo,noche,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,no,,,,,,miedo a represalias,no,2019
539971,237,1,1,1,"44,2601994922441",septiembre,este municipio,atraco,tarde,Calle/Avenida,no,si,si,no,no,si,no,no,no,no,no,no,,,,,,trámites engorrosos,no,2019
539986,237,3,1,3,"43,842578127382",septiembre,este municipio,descuido,noche,Calle/Avenida,si,si,si,no,no,no,no,no,si,no,no,no,,,,,,desconfianza en la justicia,no,2019
539995,237,4,1,4,"41,0958091590984",octubre,este municipio,atraco,noche,Calle/Avenida,si,si,no,no,no,no,si,no,si,no,no,no,,,,,,trámites engorrosos,no,2019
539996,237,4,1,4,"37,7274323552234",noviembre,este municipio,descuido,madrugada,Residencia propia,si,si,no,no,no,no,no,no,no,no,no,no,,,,,,consideró innecesario,no,2019
540014,237,1,1,1,"44,924628359228",junio,este municipio,atraco,tarde,Trabajo/Estudio,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
540018,237,1,1,1,"48,6119952005828",febrero,este municipio,atraco,noche,Calle/Avenida,no,si,no,no,no,si,no,no,no,no,no,si,Estación de Policía,policia,evitar ocurrencia,si,,,no,2019
540042,237,1,1,1,"421,542094883602",mayo,este municipio,cosquilleo,mañana,Calle/Avenida,no,si,no,no,no,,,,,,no,no,,,,,,trámites engorrosos,no,2019
540056,237,3,1,3,"137,256553035298",diciembre,este municipio,descuido,noche,Parque/Deporte,si,no,no,no,no,no,no,no,no,no,si,si,Estación de Policía,policia,recuperar bienes,si,,,no,2019
540059,237,3,1,3,"137,925989230353",junio,este municipio,cosquilleo,tarde,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,desconocimiento del proceso,no,2019
540069,237,4,1,4,"155,687571910835",abril,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
540103,237,3,1,3,"511,767301292573",septiembre,este municipio,atraco,mañana,Transporte público,si,si,no,no,no,si,no,no,no,no,no,no,,,,,,implicación de conocidos,no,2019
540116,237,1,1,1,"475,616685694999",febrero,este municipio,atraco,tarde,Calle/Avenida,si,si,no,no,no,si,no,no,no,no,no,si,Estación de Policía,policia,recuperar bienes,si,,,no,2019
540256,237,3,1,3,"2346,00317347439",julio,este municipio,atraco,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,C.A.I.,policia,recuperar bienes,no,espera excesiva,,no,2019
540291,237,2,1,2,"983,213617740569",febrero,este municipio,cosquilleo,noche,Calle/Avenida,si,si,no,no,no,,,,,,no,si,denuncias en línea,,requisito para tramite,,,,no,2019
540294,237,2,1,2,"1050,43458277012",mayo,este municipio,atraco,noche,Calle/Avenida,si,no,no,no,no,no,si,no,si,no,no,si,denuncias en línea,,justicia,,,,no,2019
540296,237,1,1,1,"964,395306696051",julio,este municipio,cosquilleo,tarde,Transporte público,si,no,no,no,no,,,,,,no,no,,,,,,desconfianza en la justicia,no,2019
540296,237,3,1,3,"964,395306696051",enero,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,si,C.A.I.,policia,justicia,no,trato inadecuado,,no,2019
540303,237,1,1,1,"1124,4999744103",marzo,otro,cosquilleo,mañana,Vehículo,si,no,no,no,no,,,,,,no,no,,,,,,desaconsejado por autoridades,no,2019
540340,237,1,1,1,"66,1032051639122",junio,este municipio,descuido,tarde,Trabajo/Estudio,si,no,no,no,no,no,no,no,no,no,no,si,denuncias en línea,,justicia,,,,no,2019
540345,237,2,1,2,"76,3098043940879",octubre,este municipio,atraco,tarde,Calle/Avenida,no,si,si,no,no,no,si,no,no,no,no,no,,,,,,falta de pruebas,si,2019
540351,237,2,1,2,"79,3350345664376",enero,otro,cosquilleo,mañana,Transporte público,si,si,no,si,no,,,,,,no,si,denuncias en línea,,recuperar bienes,,,,no,2019
540361,237,1,1,1,"61,974545343473",noviembre,este municipio,descuido,tarde,Calle/Avenida,no,no,no,si,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
540380,237,2,1,2,"74,1657537923191",septiembre,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
540384,237,1,1,1,"67,4724895709183",junio,este municipio,engaño,mañana,Calle/Avenida,si,no,si,no,no,no,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
540393,237,2,1,2,"67,4724895709183",octubre,este municipio,raponazo,tarde,Calle/Avenida,si,no,no,no,no,no,no,no,si,no,no,si,denuncias en línea,,recuperar bienes,,,,no,2019
540427,237,2,1,2,"89,2168181885538",mayo,este municipio,raponazo,tarde,Calle/Avenida,si,si,si,no,no,no,no,no,no,no,no,si,C.A.I.,policia,recuperar bienes,no,info imprecisa,,no,2019
540429,237,1,1,1,"77,9912326829216",enero,este municipio,descuido,mañana,Vehículo,si,si,si,no,no,no,no,no,no,no,si,si,Fiscalía,fiscalia,recuperar bienes,si,,,no,2019
540479,237,5,1,5,"97,2798197363572",mayo,este municipio,atraco,mañana,Calle/Avenida,si,no,si,no,no,si,no,no,no,no,si,no,,,,,,desconfianza en la justicia,no,2019
540481,237,4,1,4,"105,826429459803",julio,este municipio,atraco,tarde,Transporte público,si,no,no,no,no,si,no,no,no,no,no,no,,,,,,desconfianza en la justicia,no,2019
