DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto
523875,237,2,1,2,"39,2778408165973",5,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
523877,237,1,1,1,"39,2778408165973",9,1,7,4,2,2,2,2,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
523888,237,1,1,1,"49,228111507455",3,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
523890,237,2,1,2,"43,269827712759",10,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,2.0,2.0,5.0,1.0,,,1
523890,237,3,1,3,"43,269827712759",7,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,,5.0,,,,2
523902,237,2,1,2,"43,1102973890459",10,1,3,2,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,8.0,2
523904,237,1,1,1,"41,088817615471",5,1,3,2,2,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,4.0,1.0,,,2
523906,237,1,1,1,"39,2778408165973",7,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
523911,237,3,1,3,"41,932904766388",5,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
523917,237,1,1,1,"44,8423719148009",2,1,3,2,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,1
523922,237,1,1,1,"39,9843222562893",7,1,7,3,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
523924,237,1,1,1,"42,2708163648798",5,1,3,2,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
523927,237,1,1,1,"37,7489620798786",3,1,4,2,9,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
523933,237,2,1,2,"37,2179485759149",12,1,4,2,9,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
523942,237,2,1,2,"38,4554435195707",6,1,3,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,4.0,2.0,3.0,,2
523961,237,4,1,4,"333,285156473611",5,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
523962,237,2,1,2,"392,473581542137",2,1,7,4,6,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
523965,237,2,1,2,"470,414370696848",10,1,1,2,3,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2
523968,237,3,1,3,"454,854690115216",10,1,7,3,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,2.0,2.0,,2
523971,237,4,1,4,"331,438389592833",6,1,7,3,7,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,1
523972,237,1,1,1,"458,44432041848",5,1,1,2,2,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2
523973,237,3,1,3,"1391,48467499369",7,2,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
523974,237,1,1,1,"779,160101232195",6,1,7,4,7,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
523983,237,2,1,2,"1093,42974890195",11,1,3,1,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
523986,237,4,1,4,"831,38907407142",1,2,4,3,5,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524030,237,2,1,2,"64,5255488528647",8,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524071,237,2,1,2,"73,2352120129035",9,1,7,3,4,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2
524072,237,3,1,3,"63,0758011809537",7,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2
524082,237,1,1,1,"55,2681415974969",6,1,7,4,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524083,237,2,1,2,"67,0901671699582",5,1,7,2,9,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2
524090,237,2,1,2,"73,4881547792288",7,1,7,3,6,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,5.0,2
524098,237,2,1,2,"64,0348645448644",12,1,7,2,7,1,1,2,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524126,237,2,1,2,"56,4335999997623",6,1,7,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524183,237,3,1,3,"66,9266092131152",2,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,3.0,2.0,1.0,,2
524190,237,1,1,1,"61,3650023750755",12,1,3,2,2,2,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
524193,237,6,1,6,"73,5542120353167",6,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
524201,237,2,1,2,"68,0577499130593",3,1,7,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524210,237,2,1,2,"74,4434917333709",10,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
524234,237,2,1,2,"77,4133971684773",12,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524272,237,3,1,3,"543,518186573584",6,1,4,4,10,1,1,1,1,2,1.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,2.0,,2
524272,237,1,1,1,"543,518186573584",6,1,4,4,10,1,1,1,2,2,1.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,2.0,,2
524272,237,2,1,2,"543,518186573584",6,1,4,4,10,1,1,2,2,2,1.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,2.0,,2
524281,237,1,1,1,"761,430330418794",5,1,4,4,10,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
524286,237,1,1,1,"828,393492447308",10,1,4,3,10,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524305,237,3,1,3,"48,9379522341609",10,1,4,2,2,1,2,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
524311,237,3,1,3,"54,7798975542576",11,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,1.0,,,2
524313,237,3,1,3,"125,960144268977",3,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,2,,,,,,3.0,2
524319,237,2,1,2,"60,9960879877301",8,2,7,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,2,,,,,,1.0,2
524326,237,3,1,3,"61,7507567069827",8,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
524327,237,2,1,2,"61,7507567069827",5,1,7,3,1,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,5.0,2.0,4.0,,2
524328,237,1,1,1,"60,5214412794772",6,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
524331,237,1,1,1,"62,5054254262354",9,1,7,4,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,2.0,2.0,1.0,,2
524332,237,1,1,1,"65,6419432291426",5,1,5,3,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
524361,237,1,1,1,"65,115191692981",8,1,4,1,2,1,2,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524368,237,1,1,1,"55,5850708567629",6,1,2,3,7,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,,,2
524387,237,4,1,4,"84,8670073756986",8,1,7,3,4,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524392,237,6,1,6,"55,611510141455",8,1,1,4,2,1,1,2,2,2,,,,,,2,2,,,,,,3.0,2
524392,237,1,1,1,"55,611510141455",3,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
524400,237,1,1,1,"66,3447550600833",6,1,7,2,1,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,1
524419,237,1,1,1,"313,503157894737",3,1,3,4,5,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,4.0,1.0,,,2
524432,237,4,1,4,"375,655703798989",11,1,3,9,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,5.0,1.0,6.0,,,,2
524447,237,1,1,1,"362,589514473583",11,1,3,2,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524458,237,1,1,1,"326,861088597566",11,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
524458,237,2,1,2,"326,861088597566",12,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
524482,237,1,1,1,"385,978742745747",2,1,1,3,2,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2
524487,237,1,1,1,"334,210146317094",9,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524494,237,1,1,1,"320,349404148165",8,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
524513,237,1,1,1,"320,822836585806",1,1,4,4,4,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,1
524644,237,1,1,1,"45,6040028757077",3,1,7,4,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2
524654,237,1,1,1,"47,3013325860569",12,1,4,2,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524654,237,3,1,3,"47,3013325860569",11,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524655,237,4,1,4,"21,5175309191906",8,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,2.0,2.0,5.0,1.0,,,2
524659,237,3,1,3,"49,2640679122943",11,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,5.0,1.0,5.0,,,,2
524661,237,3,1,3,"34,2721644410659",10,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,8.0,2
524661,237,4,1,4,"34,2721644410659",6,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524674,237,1,1,1,"36,757527372656",3,1,3,4,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,1
524674,237,4,1,4,"36,757527372656",4,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524776,237,3,1,3,"109,265770187898",8,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524794,237,2,1,2,"121,386238177819",6,1,4,2,2,2,2,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524804,237,4,1,4,"134,019458334696",2,1,1,4,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
524816,237,5,1,5,"146,772715328141",9,1,4,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
524819,237,6,1,6,"174,828858473924",4,2,4,1,6,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,5.0,1.0,,,2
524819,237,1,1,1,"174,828858473924",8,1,7,3,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524819,237,2,1,2,"174,828858473924",10,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
524821,237,7,1,7,"104,589962501293",3,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524825,237,4,1,4,"130,963967608291",5,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2
524828,237,2,1,2,"124,968530665117",12,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524859,237,3,1,3,"107,164100017041",8,1,4,2,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,4.0,,2.0,,,,2
524863,237,3,1,3,"100,597024507433",10,1,1,4,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
524881,237,4,1,4,"73,7527526298598",8,2,4,3,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524895,237,2,1,2,"125,595118892578",12,1,7,3,8,2,2,2,1,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,1
524911,237,5,2,2,"197,523907562238",4,1,3,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
524911,237,9,2,6,"197,523907562238",2,1,3,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524920,237,5,1,5,"160,055036043269",2,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524922,237,7,1,7,"124,403527467737",2,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524935,237,2,1,2,"121,386238177819",9,1,4,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524936,237,1,1,1,"153,583131553455",3,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524936,237,3,1,3,"153,583131553455",1,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524943,237,2,1,2,"123,490678535198",4,1,4,2,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
524953,237,1,1,1,"116,92360302559",4,1,4,4,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,5.0,2.0,4.0,,2
524969,237,6,2,2,"131,085516141407",5,1,3,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524970,237,3,1,3,"135,323388197156",8,1,4,4,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
524995,237,1,1,1,"117,968519758858",8,1,4,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
525014,237,1,1,1,"2039,53601809957",8,1,7,1,7,2,2,2,1,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2
525051,237,2,1,2,"2297,45664220737",5,1,7,2,7,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,2
525054,237,1,1,1,"91,2032828452719",5,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,10.0,2
525055,237,6,2,3,"91,4594257910877",1,1,4,1,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525066,237,1,1,1,"79,0749150900423",11,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,1
525077,237,6,1,6,"81,8518296025403",11,1,1,3,3,1,2,2,2,2,,,,,,2,2,,,,,,8.0,2
525081,237,1,1,1,"82,6482419767281",10,1,4,1,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525103,237,2,1,2,"97,5388370022415",6,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525135,237,3,1,3,"103,959207780973",12,1,4,4,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,2.0,1.0,,,2
525142,237,6,3,1,"73,9695218658762",11,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
525156,237,1,1,1,"107,129487042362",11,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,10.0,2
525178,237,1,1,1,"96,1226378660549",10,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525185,237,3,1,3,"189,274717062902",4,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525186,237,1,1,1,"169,755744063247",11,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,2.0,1.0,,,2
525226,237,3,1,3,"534,251677930343",6,1,3,4,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,1.0,,,2
525314,237,3,1,3,"1258,43025301211",5,2,1,3,5,1,2,2,2,2,,,,,,2,1,2.0,2.0,5.0,1.0,,,2
525320,237,1,1,1,"1078,10760223888",6,1,7,2,1,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2
525323,237,2,1,2,"1980,33714711627",4,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
525335,237,8,1,8,"1087,82094639959",10,2,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
525337,237,1,1,1,"1020,67595207837",8,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525348,237,3,1,3,"838,947727197768",6,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525349,237,1,1,1,"990,168573558135",8,2,2,2,2,1,1,1,1,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,2.0,1.0,,2
525356,237,4,1,4,"854,38575804255",12,2,4,4,7,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,4.0,1.0,,,2
525363,237,2,1,2,"55,504444117112",3,1,3,2,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,2.0,1.0,,2
525363,237,3,1,3,"55,504444117112",2,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,2.0,2
525366,237,1,1,1,"443,035219474726",11,1,7,2,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,2.0,4.0,,2
525369,237,3,1,3,"389,610795100559",6,2,7,3,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
525370,237,1,1,1,"401,435811864269",8,1,7,3,1,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,2.0,1.0,,,2
525372,237,1,1,1,"521,173219082384",6,2,1,4,2,1,2,2,2,2,,,,,,2,2,,,,,,1.0,2
525377,237,3,1,3,"1406,41366778837",5,1,7,3,2,2,2,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
525378,237,3,1,3,"2056,62554083192",3,1,7,2,1,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525392,237,3,1,3,"1406,41366778837",9,1,3,4,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
525394,237,1,1,1,"2050,96907944026",6,1,4,4,1,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525425,237,1,1,1,"4500,57489937918",3,1,4,2,1,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,4.0,2.0,4.0,,2
525471,237,2,1,2,"73,1297088529218",6,1,4,1,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,3.0,2.0,1.0,,2
525475,237,6,1,6,"66,0730747971247",11,2,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525476,237,3,1,3,"72,3531419981524",10,1,4,4,2,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525478,237,5,1,5,"78,8661537172795",9,1,1,1,6,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
525479,237,2,1,2,"72,2217613127613",3,1,4,1,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525481,237,2,1,2,"76,3098043940879",10,1,7,4,5,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
525483,237,7,1,7,"52,4953942731209",11,1,3,3,2,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525486,237,5,1,5,"52,6513905612793",8,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
525486,237,1,1,1,"52,6513905612793",12,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,2.0,6.0,1.0,,,2
525499,237,2,1,2,"68,6868879163544",10,2,1,2,2,1,2,2,2,2,,,,,,2,1,3.0,1.0,1.0,1.0,,,2
525504,237,1,1,1,"69,8742901915736",6,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,6.0,2.0,1.0,,2
525508,237,2,1,2,"76,7100912113552",12,1,4,1,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
525519,237,1,1,1,"65,0398267952643",8,1,3,3,2,1,1,2,1,2,2.0,2.0,2.0,2.0,2.0,1,1,2.0,1.0,5.0,1.0,,,2
525519,237,2,1,2,"65,0398267952643",8,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,2.0,1.0,,2
525521,237,2,1,2,"74,1657537923191",9,1,4,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,4.0,,2.0,,,,2
525525,237,6,1,6,"59,9311796006368",4,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
525525,237,7,1,7,"59,9311796006368",7,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
525544,237,2,1,2,"73,7377720585105",8,1,2,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,6.0,2.0,3.0,,2
525546,237,1,1,1,"73,5749682782042",4,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
525548,237,1,1,1,"75,7534428848056",6,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
525569,237,3,1,3,"53,1298025856878",8,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
525569,237,5,1,5,"53,1298025856878",4,1,4,3,2,1,1,1,1,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,2.0,1.0,1.0,,,2
525578,237,1,1,1,"66,508413309753",4,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,2.0,2.0,4.0,,2
525585,237,3,1,3,"54,5449527502371",12,2,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
525591,237,2,1,2,"617,006567029324",12,2,9,9,7,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,4.0,1.0,,,2
525596,237,3,1,3,"181,596229787969",11,1,4,3,1,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
525613,237,1,1,1,"239,970767175683",3,1,1,2,1,1,2,2,2,2,,,,,,2,2,,,,,,8.0,2
525625,237,3,1,3,"76,2400093295777",3,1,4,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,1.0,,,2
525640,237,1,1,1,"80,0670312310227",9,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525641,237,1,1,1,"93,7976646891957",6,1,7,2,9,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,2.0,3.0,,1
525643,237,3,1,3,"90,5312374385383",4,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525654,237,1,1,1,"79,2465201971719",11,1,7,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
525665,237,3,1,3,"103,001988551215",10,1,4,4,4,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,3.0,2.0,3.0,1.0,,,2
525675,237,2,1,2,"74,4342490717461",6,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525686,237,3,1,3,"81,9004748599109",3,1,4,2,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
525732,237,3,1,3,"125,28139869865",11,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525734,237,2,1,2,"88,3584147227046",10,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
525749,237,2,1,2,"90,8028954973894",10,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,,6.0,,,,1
525750,237,1,1,1,"94,4415356657976",10,1,7,1,1,2,1,2,2,1,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
525751,237,1,1,1,"83,5410048188114",10,1,4,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,2,,,,,,6.0,2
525751,237,2,1,2,"83,5410048188114",11,2,4,2,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,2.0,3.0,,2
525752,237,3,1,3,"78,3164343609263",6,1,7,3,6,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
525757,237,1,1,1,"94,0985970622642",1,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2
525763,237,3,1,3,"80,6687603482711",10,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
