DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,mes_ultimo_unico_robo,municipio,metodo,hora,lugar,celular,efectivo_tarjetas,articulos_de_uso_personal,dispositivos,otra_pertenencia,arma_fuego,arma_blanca,otros_objetos,fuerza_fisica,drogas_sustancias,hizo_llamada,denuncia,lugar_denuncia,autoridad,razon_denuncia,buena_atencion,razon_de_satisfaccion,razon_no_denuncia,recuperacion_objeto
541281,237,3,1,3,"1074,08650513581",1,1,7,4,5,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,4.0,,,,2
541282,237,3,1,3,"849,665152829196",10,1,1,2,5,1,2,2,2,2,,,,,,2,1,5.0,1.0,6.0,,,,2
541290,237,1,1,1,"976,258661923003",5,1,4,1,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541293,237,2,1,2,"929,139686809145",1,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,4.0,1.0,,,2
541298,237,2,1,2,"948,638925637531",10,1,1,3,5,1,2,1,2,2,,,,,,2,1,4.0,,3.0,,,,2
541299,237,3,1,3,"1263,87447413244",6,1,1,4,5,1,2,2,2,2,,,,,,2,1,1.0,1.0,1.0,1.0,,,2
541299,237,5,1,5,"1263,87447413244",10,1,2,1,2,1,2,2,2,2,2.0,2.0,2.0,2.0,1.0,2,1,4.0,,1.0,,,,2
541302,237,1,1,1,"887,042117212494",6,1,2,2,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,3.0,,,,2
541311,237,3,1,3,"801,002841138423",12,1,7,1,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
541336,237,3,1,3,"969,406625969829",6,1,4,2,5,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
541337,237,2,1,2,"1009,66781238652",10,1,3,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,10.0,2
541347,237,1,1,1,"949,234483466893",9,1,1,3,5,2,1,2,2,2,,,,,,2,2,,,,,,8.0,2
541349,237,1,1,1,"1065,85403328849",5,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,7.0,2
541349,237,3,1,3,"1065,85403328849",11,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
541352,237,1,1,1,"990,168573558135",9,1,1,4,5,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
541360,237,1,1,1,"1165,16473663698",10,1,3,4,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
541422,237,1,1,1,"776,107989224529",6,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
541430,237,5,1,5,"52,3671231075702",2,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,1,1,3.0,1.0,1.0,1.0,,,2
541433,237,5,1,5,"59,5663417106983",10,1,4,2,2,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541434,237,1,1,1,"67,7017870899446",6,1,4,3,2,2,1,1,2,2,2.0,1.0,2.0,2.0,2.0,1,2,,,,,,3.0,2
541436,237,4,1,4,"68,8562022211189",10,2,4,3,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541436,237,5,1,5,"68,8562022211189",2,1,3,3,1,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
541450,237,2,1,2,"67,3740400452315",6,1,1,3,3,1,1,2,2,2,,,,,,2,2,,,,,,6.0,2
541454,237,3,1,3,"54,5304424212139",4,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
541469,237,2,1,2,"73,2352120129035",11,1,3,4,1,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,1.0,1.0,2.0,2.0,1.0,,2
541505,237,1,1,1,"57,5122318386473",3,1,7,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541527,237,1,1,1,"72,1181715048041",8,1,1,2,1,1,2,2,2,2,,,,,,2,1,5.0,1.0,6.0,,,,2
541544,237,1,1,1,"60,8135666892706",8,1,4,2,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,1.0,1.0,,,2
541544,237,2,1,2,"60,8135666892706",1,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
541550,237,1,1,1,"60,5104651229851",11,1,8,2,7,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
541563,237,2,1,2,"71,5667358189992",5,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
541565,237,3,1,3,"57,133147393982",7,2,1,4,5,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
541566,237,1,1,1,"63,0095404302173",6,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
541573,237,3,1,3,"56,8688991610996",6,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541582,237,3,1,3,"90,5685819523383",8,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
541588,237,3,1,3,"65,1229929835959",12,1,1,3,3,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
541595,237,3,1,3,"135,244136581656",12,1,4,1,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
541600,237,2,1,2,"75,6278279938051",1,1,4,4,2,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541685,237,1,1,1,"44,4836246287725",2,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,2.0,1.0,,,2
541738,237,1,1,1,"40,1113487447886",12,1,7,2,7,2,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,1,2.0,1.0,5.0,1.0,,,2
541745,237,1,1,1,"75,3531560675382",6,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541750,237,1,1,1,"75,758364213379",8,1,3,4,4,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
541761,237,3,1,3,"64,8851070622345",6,2,4,4,4,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
541794,237,2,1,2,"92,0464413358518",4,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
541804,237,3,1,3,"69,9210647550818",2,1,1,3,2,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2
541825,237,1,1,1,"93,4248880531333",7,2,7,3,4,2,2,2,1,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2
541832,237,3,1,3,"72,3696399392453",2,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,5.0,1.0,1.0,,,,2
541848,237,2,1,2,"107,583094173028",10,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
541849,237,2,1,2,"86,7127459853367",8,2,5,4,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,1.0,2.0,2.0,,2
541850,237,1,1,1,"82,1316403635235",9,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,1
541868,237,2,1,2,"70,3371888800316",12,1,1,3,3,2,1,2,2,2,,,,,,2,2,,,,,,8.0,2
541869,237,2,1,2,"106,392465470471",11,1,3,2,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
541889,237,1,1,1,"86,8976122363706",7,1,7,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
541891,237,3,1,3,"117,735971079009",6,1,4,3,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
541893,237,1,1,1,"93,5499212188046",1,2,7,1,1,1,1,2,1,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,2
541904,237,1,1,1,"93,5499212188046",10,1,4,3,11,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,1.0,,,2
541913,237,5,1,5,"97,8859003231939",11,1,1,2,3,2,1,2,2,2,,,,,,2,1,4.0,,1.0,,,,2
541930,237,1,1,1,"113,83068781799",11,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
541936,237,3,1,3,"68,3611850645816",11,1,4,4,3,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
541981,237,3,1,3,"200,964880804546",5,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,1.0,5.0,2.0,4.0,,2
541987,237,2,1,2,"248,773699446682",8,1,4,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2
542003,237,2,1,2,"209,330623470797",1,1,4,4,5,1,2,2,2,2,1.0,1.0,2.0,2.0,2.0,1,1,1.0,1.0,1.0,1.0,,,2
542009,237,3,1,3,"231,359801994697",7,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
542009,237,4,1,4,"231,359801994697",2,1,4,2,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542013,237,1,1,1,"296,219297973669",12,1,2,2,1,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542013,237,2,1,2,"296,219297973669",12,1,7,2,1,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
542018,237,3,1,3,"193,629402510043",7,1,3,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
542020,237,2,1,2,"350,879236711858",4,1,1,2,3,1,2,2,2,2,,,,,,2,2,,,,,,7.0,2
542021,237,5,1,5,"386,94128234044",1,1,4,2,9,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542022,237,1,1,1,"244,456031384331",6,1,7,3,9,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542024,237,2,1,2,"287,05736805217",10,1,4,3,2,2,1,2,2,2,2.0,2.0,1.0,1.0,2.0,2,2,,,,,,6.0,2
542026,237,2,1,2,"283,48773331585",12,1,1,4,2,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
542027,237,1,1,1,"138,438516694606",12,1,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
542034,237,3,1,3,"202,399801772164",12,1,4,1,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
542046,237,4,1,4,"193,702386664127",2,1,4,2,2,1,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542047,237,3,1,3,"222,867158256189",10,1,7,4,8,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,4.0,1.0,,,2
542048,237,1,1,1,"323,091408230602",9,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542054,237,2,1,2,"338,820634641507",10,1,4,3,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
542056,237,1,1,1,"448,604158447613",8,2,7,4,3,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
542057,237,2,1,2,"217,28933515685",12,1,3,3,2,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542061,237,1,1,1,"246,277340829534",5,1,1,3,5,1,2,2,2,2,,,,,,2,1,4.0,,1.0,,,,2
542063,237,2,1,2,"287,130352206254",12,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
542087,237,1,1,1,"204,60749969495",12,1,4,4,9,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
542088,237,1,1,1,"149,824847606758",1,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,1.0,2.0,2,1,4.0,,4.0,,,,2
542093,237,1,1,1,"810,130721903196",10,1,1,4,2,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2
542093,237,2,1,2,"810,130721903196",7,1,4,1,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,2.0,2.0,1.0,2.0,3.0,,2
542100,237,1,1,1,"287,05736805217",11,1,4,3,5,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,2.0,1.0,,2
542108,237,2,1,2,"485,296852034828",11,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
542116,237,1,1,1,"772,181387532192",6,1,4,2,2,1,1,2,2,2,1.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
542118,237,2,1,2,"37,0849489914408",6,1,4,3,2,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,2.0,1.0,,,2
542118,237,4,1,4,"37,0849489914408",9,1,1,4,5,1,2,2,2,2,,,,,,2,1,3.0,1.0,2.0,1.0,,,2
542120,237,1,1,1,"41,226423326696",6,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,3.0,1.0,1.0,1.0,,,2
542121,237,2,1,2,"89,9599552520518",11,1,3,2,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
542124,237,2,1,2,"38,3765412464519",10,1,4,4,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542132,237,5,1,5,"44,5145541998735",10,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,10.0,2
542133,237,2,1,2,"48,0605689036777",10,1,3,3,2,2,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
542135,237,3,1,3,"40,1438525800024",9,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2
542137,237,1,1,1,"41,226423326696",12,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542138,237,2,1,2,"41,226423326696",3,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,5.0,1.0,5.0,,,,2
542139,237,2,1,2,"36,944717863508",12,1,3,2,2,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
542142,237,1,1,1,"41,8493963665184",2,1,1,2,2,2,1,2,2,2,,,,,,2,2,,,,,,6.0,2
542146,237,3,1,3,"40,1438525800024",2,1,4,2,1,2,2,2,1,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
542147,237,3,1,3,"38,7542957794901",4,1,3,3,2,2,2,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
542151,237,2,1,2,"41,7163967820443",8,1,7,2,11,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,1.0,,,2
542155,237,4,1,4,"40,6982721628379",12,1,1,2,2,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
542170,237,2,1,2,"40,459839566006",11,1,3,3,2,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
542183,237,2,1,2,"39,5162734134292",6,1,3,4,2,1,1,2,1,2,2.0,2.0,2.0,2.0,2.0,2,1,5.0,1.0,6.0,,,,2
542185,237,1,1,1,"41,088817615471",12,1,3,4,2,2,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542186,237,1,1,1,"88,3422545658088",6,1,1,3,2,2,1,2,2,2,,,,,,2,2,,,,,,3.0,2
542186,237,3,1,3,"88,3422545658088",9,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542188,237,1,1,1,"87,054747161836",2,1,4,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542198,237,1,1,1,"77,3005233000479",5,1,7,2,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
542201,237,1,1,1,"41,8493963665184",7,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542202,237,1,1,1,"38,3765412464519",3,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
542214,237,1,1,1,"47,6304354490657",11,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,1.0,2
542216,237,2,1,2,"44,1711272829044",6,1,4,3,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,2
542217,237,1,1,1,"147,928811968164",3,1,4,4,7,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542221,237,2,1,2,"127,585738589159",9,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,10.0,2
542223,237,1,1,1,"133,830929176392",7,1,7,3,7,1,1,1,1,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542317,237,1,1,1,"1057,76220240125",12,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542318,237,1,1,1,"948,071003961483",11,1,1,1,5,1,2,2,2,2,,,,,,2,2,,,,,,3.0,2
542320,237,1,1,1,"1027,54553794143",10,1,3,1,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,5.0,2.0,3.0,,2
542323,237,4,1,4,"515,119372981532",5,2,4,2,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,4.0,,3.0,,,,2
542328,237,2,1,2,"983,213617740569",7,1,4,3,2,2,2,1,2,2,2.0,1.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,4.0,,2
542330,237,2,1,2,"996,733315652257",6,1,1,4,5,1,2,2,2,2,,,,,,2,1,4.0,,5.0,,,,2
542333,237,3,1,3,"983,008273634651",3,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,1.0,2
542336,237,1,1,1,"966,516651192443",3,1,7,9,7,2,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
542338,237,2,1,2,"968,733722295278",10,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,3.0,1.0,5.0,2.0,3.0,,2
542341,237,1,1,1,"983,213617740569",9,1,4,2,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,1.0,2.0,3.0,,2
542365,237,1,1,1,"981,936101710806",8,1,4,3,2,2,2,1,2,2,2.0,2.0,1.0,2.0,2.0,2,1,1.0,1.0,2.0,2.0,3.0,,2
542387,237,3,1,3,"1677,89545439554",8,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
542402,237,1,1,1,"2055,09107588287",4,1,4,2,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,3.0,1.0,2.0,2.0,3.0,,2
542418,237,1,1,1,"1036,91488485843",3,1,7,2,5,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,1,5.0,1.0,3.0,,,,2
542418,237,2,1,2,"1036,91488485843",7,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542478,237,1,1,1,"1043,869840676",7,1,2,1,3,1,1,1,1,2,2.0,2.0,2.0,1.0,2.0,2,1,4.0,,1.0,,,,2
542512,237,1,1,1,"58,7592468896572",8,1,2,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,1,1,1.0,1.0,2.0,2.0,1.0,,2
542514,237,4,1,4,"52,3546879246342",10,1,9,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,2.0,2.0,2.0,2.0,3.0,,2
542515,237,1,1,1,"1331,83569645975",10,1,2,3,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542516,237,1,1,1,"1347,09296015023",2,1,4,1,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542516,237,2,1,2,"1347,09296015023",3,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
542522,237,1,1,1,"614,451118835667",6,1,4,3,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,7.0,2
542531,237,2,1,2,"2016,32529436652",7,2,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
542631,237,1,1,1,"885,473140044387",1,1,4,1,2,2,1,2,2,2,2.0,2.0,2.0,2.0,1.0,1,2,,,,,,3.0,2
542667,237,2,1,2,"414,998670847553",3,1,7,3,7,2,2,1,2,1,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,5.0,2.0,3.0,,2
542669,237,1,1,1,"512,040551570048",7,2,1,3,5,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
542695,237,1,1,1,"66,1032051639122",1,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542701,237,1,1,1,"58,7671163730564",2,1,4,3,8,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,2,1,5.0,1.0,2.0,,,,2
542704,237,2,1,2,"72,2217613127613",2,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,7.0,2
542706,237,1,1,1,"67,8930433701112",1,1,4,4,6,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
542715,237,1,1,1,"61,974545343473",10,1,2,3,4,2,2,1,1,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
542718,237,4,1,4,"51,9759264739992",10,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,2.0,2.0,2.0,2.0,1.0,,2
542724,237,2,1,2,"69,0804456453303",7,1,4,4,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542736,237,2,1,2,"71,3398706467228",11,1,3,1,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542739,237,1,1,1,"66,8970497101555",3,1,3,4,2,1,1,1,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,1.0,2
542764,237,3,1,3,"60,7603475031216",7,1,4,4,2,1,1,1,2,2,2.0,1.0,2.0,1.0,2.0,2,1,2.0,2.0,2.0,2.0,3.0,,2
542819,237,3,1,3,"89,6572570085938",8,1,4,2,5,1,1,1,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,6.0,1
542866,237,2,1,2,"117,735971079009",2,1,7,3,7,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
542885,237,2,1,2,"93,5499212188046",7,1,7,2,2,2,2,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
542956,237,6,1,6,"1552,82353120392",12,1,7,2,1,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,8.0,2
542956,237,7,1,7,"1552,82353120392",4,2,4,3,2,1,2,2,2,2,2.0,1.0,2.0,1.0,2.0,2,2,,,,,,4.0,2
543112,237,3,1,3,"342,802818206394",9,1,7,2,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
543116,237,3,1,3,"222,480769778604",11,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2
543119,237,1,1,1,"289,27020815675",8,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
543119,237,2,1,2,"289,27020815675",10,1,4,2,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
543122,237,2,1,2,"240,003300184561",6,1,4,3,2,1,1,1,2,2,1.0,2.0,2.0,2.0,2.0,1,1,4.0,,1.0,,,,2
543124,237,1,1,1,"229,079119917826",7,2,7,4,11,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,1,4.0,,1.0,,,,2
543125,237,2,1,2,"319,255896549875",11,1,4,4,2,1,2,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,2.0,2
543127,237,2,1,2,"276,065345813144",12,1,3,2,2,1,2,2,2,2,2.0,1.0,2.0,2.0,2.0,2,1,4.0,,5.0,,,,2
543128,237,1,1,1,"298,85229499494",8,1,3,4,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
543136,237,1,1,1,"220,659460333402",3,1,1,2,5,1,2,2,2,2,,,,,,2,2,,,,,,6.0,2
543137,237,2,1,2,"498,819633131248",12,1,4,4,5,2,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,1,4.0,,6.0,,,,1
543143,237,1,1,1,"642,097609240214",12,1,3,1,11,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,2,1,1.0,1.0,2.0,2.0,1.0,,2
543144,237,3,1,3,"222,480769778604",11,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,6.0,2
543146,237,2,1,2,"287,05736805217",10,1,4,4,2,1,1,2,2,2,1.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
543185,237,2,1,2,"84,8457564434726",4,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
543187,237,1,1,1,"38,4554435195707",8,1,3,3,2,2,1,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,3.0,1.0,4.0,2.0,1.0,,2
543187,237,2,1,2,"38,4554435195707",4,1,3,3,2,1,2,2,2,2,2.0,2.0,2.0,1.0,2.0,2,2,,,,,,3.0,2
543188,237,3,1,3,"43,7378765556192",10,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,1.0,2.0,1,1,4.0,,1.0,,,,2
543191,237,2,1,2,"42,2089978189006",12,1,7,3,1,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
543218,237,1,1,1,"89,9507429985499",10,1,4,4,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,2,2,,,,,,4.0,2
543247,237,2,1,2,"71,7677759392991",6,1,3,3,2,1,1,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
543256,237,1,1,1,"43,1750058367947",9,1,3,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,3.0,2
543258,237,1,1,1,"41,1240544232665",6,1,7,2,2,1,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,,,,,,6.0,2
543274,237,1,1,1,"41,932904766388",12,1,4,3,2,1,1,2,2,2,2.0,1.0,2.0,2.0,2.0,1,1,3.0,1.0,6.0,1.0,,,2
