DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P578;P1341;P1229;P1335;P1338;P1339S3;P1339S5;P1339S1;P1339S2;P1339S6;P580S1;P580S2;P580S3;P580S5;P580S6;P1598;P1324;P582;P583;P1114;P1599;P1600;P1113;P1318;FEX_C
419497;237;5;1;5;11;1;3;2;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;1295,30841687434
419504;237;1;1;1;12;1;7;3;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;2490,12411068187
419519;237;2;1;2;12;1;7;1;6;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;1984,21023460661
419537;237;3;1;3;6;1;7;3;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;1;943,443207174863
419564;237;3;1;3;12;2;7;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2;2634,92255649955
419581;237;3;1;3;7;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;58,7382221339728
419584;237;3;1;3;2;1;7;2;1;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;67,6286266827741
419593;237;2;1;2;9;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;1;3;1;5;2;4; ;2;65,2190791456925
419602;237;1;1;1;5;1;4;2;1;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;79,4016112876504
419610;237;1;1;1;4;1;7;3;7;1;2;2;2;2;2;2;2;2;2;2;1;1;1;4;1; ; ;2;57,6059750909085
419611;237;1;1;1;9;1;3;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;58,2139119218117
419613;237;1;1;1;7;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;149,989673089803
419619;237;2;1;2;7;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;1;77,4043840819831
419636;237;2;1;2;8;1;1;4;5;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;53,9957994983411
419641;237;1;1;1;3;1;7;3;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;5;1; ; ;2;74,9948365449015
419644;237;1;1;1;11;2;5;3;2;2;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;1;2;80,2141445364504
419648;237;3;1;3;4;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;3;1; ; ;2;59,2383988962095
419662;237;2;1;2;4;1;3;3;2;1;2;2;2;2;2;2;2;2;2;1;1;3;1;5;2;1; ;2;49,2777399398418
419665;237;1;1;1;7;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;71,8239167498858
419671;237;2;1;2;10;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;77,600000581472
419672;237;1;1;1;4;1;4;3;9;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;56,6827630549273
419673;237;2;1;2;6;1;4;4;2;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;7;2;80,2141445364504
419674;237;3;1;3;4;1;4;2;2;1;2;2;2;2;2;1;2;2;2;1;1;3;1;1;1; ; ;2;78,3047737616055
419676;237;4;1;4;11;1;7;3;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2;61,425185690559
419678;237;3;1;3;12;1;1;3;9;1;2;2;2;2; ; ; ; ; ;2;1;1;1;2;1; ; ;2;40,218863134795
419683;237;1;1;1;10;2;4;2;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;49,570401565667
419696;237;1;1;1;5;1;3;4;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;4;2;3; ;2;59,3840181504494
419698;237;2;1;2;10;1;4;2;2;1;2;1;2;2;2;1;2;2;2;2;1;3;1;1;2;1; ;2;65,2190791456925
419703;237;1;1;1;9;1;1;3;2;1;2;2;2;2; ; ; ; ; ;1;1;1;1;5;2;3; ;2;83,5547202823042
419705;237;2;1;2;2;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1; ; ;2;58,7382221339728
419729;237;2;1;2;5;1;7;3;8;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;74,1094836944938
419730;237;2;1;2;4;1;4;4;2;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;1;69,437191569163
419760;237;3;1;3;3;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;75,1836134765223
419767;237;5;1;5;7;1;1;2;5;2;2;1;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;84,4582749239778
419769;237;1;1;1;5;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;1;3;1;3;2;1; ;2;86,3865694874742
419794;237;2;1;2;9;2;7;4;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;69,5835456349478
419795;237;1;1;1;5;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;61,0149657587409
419806;237;1;1;1;10;2;1;3;2;1;2;2;2;2; ; ; ; ; ;2;1;4;1;1; ; ; ;2;72,2179217696928
419823;237;3;1;3;4;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;103,828958988809
419844;237;7;1;7;9;1;4;4;6;1;2;2;2;2;1;1;2;2;2;1;1;1;1;2;1; ; ;2;54,4361835156738
419856;237;3;1;3;12;1;4;1;2;1;1;2;2;2;1;2;2;2;2;1;1;1;1;5;1; ; ;2;74,0881958307983
419857;237;2;1;2;11;1;4;2;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;1;2;52,6319616275027
419869;237;2;1;2;1;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;96,721769680837
419872;237;1;1;1;9;1;1;4;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;94,188324618843
419879;237;3;1;3;7;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;81,1639903162623
419884;237;3;1;3;5;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;67,4779455464746
419910;237;2;1;2;10;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;71,2103887793938
419918;237;2;1;2;2;1;4;4;2;2;1;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;5;2;56,590777030228
419923;237;1;1;1;9;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;3;1; ; ;2;82,6397169601518
419935;237;2;1;2;9;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;2655,17423223912
419940;237;2;1;2;10;1;7;3;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;2655,17423223912
419942;237;2;1;2;8;1;4;3;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2; ;2;3421,96259883936
419943;237;4;1;4;4;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;3318,44750817524
419946;237;3;1;3;8;2;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;394,90200649976
419948;237;1;1;1;2;1;4;2;2;1;1;1;2;2;1;2;2;2;2;1;2; ; ; ; ; ;3;2;354,318448937109
419948;237;4;1;4;3;1;3;3;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;354,318448937109
419948;237;6;1;6;11;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;354,318448937109
419957;237;4;1;4;7;1;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;9;2;222,539081248545
419963;237;1;1;1;3;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2;272,948413944362
419964;237;3;1;3;8;1;7;4;4;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;365,1894344326
419965;237;2;1;2;5;1;4;3;2;1;1;2;2;2;2;1;2;2;2;2;1;4;1;5; ; ; ;2;328,384862738694
419994;237;3;1;3;2;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2;196,104054896048
420000;237;8;1;8;2;1;4;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;423,896566930773
420002;237;2;1;2;3;1;4;4;2;2;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;468,908575238431
420007;237;3;2;3;12;1;4;4;2;1;1;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;3;2;382,551698512467
420014;237;2;1;2;6;1;1;4;5;1;2;2;2;2; ; ; ; ; ;1;1;3;1;2;2;3; ;2;256,457970304776
420016;237;1;1;1;9;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;381,893935641086
420060;237;1;1;1;4;1;4;2;2;2;1;2;2;2;1;2;2;2;2;1;1;2;2;1;1; ; ;2;348,864001718268
420062;237;3;1;3;10;1;4;4;5;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;224,927671829795
420099;237;2;1;2;11;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;1;4;1;4; ; ; ;2;432,978165901415
420103;237;1;1;1;7;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2;355,063482131418
420114;237;2;1;2;12;1;4;4;2;2;1;2;2;2;1;2;2;2;2;1;1;4;1;6; ; ; ;2;305,760726218097
420115;237;3;1;3;9;1;4;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;315,886678519279
420119;237;3;1;3;6;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;196,104054896048
420120;237;4;1;4;2;1;4;2;1;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2;304,63701474247
420124;237;1;1;1;5;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;304,654149435601
420126;237;2;1;2;11;1;4;3;4;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2;464,488961191436
420131;237;2;1;2;10;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;336,583439147936
420144;237;1;1;1;4;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;351,963741924843
420196;237;1;1;1;6;2;7;3;1;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;2242,05498399403
420226;237;1;1;1;6;1;7;2;6;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;1;1792,0994383711
420268;237;2;1;2;6;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;1;1;1;5;1; ; ;2;1968,85839430746
420275;237;2;1;2;8;1;4;2;2;1;2;2;2;2;1;2;2;1;2;2;2; ; ; ; ; ;3;2;36,6442464150862
420275;237;4;1;4;3;1;4;3;2;1;1;1;2;2;2;1;2;2;2;1;2; ; ; ; ; ;7;2;36,6442464150862
420276;237;2;1;2;10;1;4;2;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;49,4312065881442
420289;237;3;1;3;6;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;5;2;5; ;2;34,081994858275
420291;237;1;1;1;2;1;4;2;2;2;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;43,1291918698543
420292;237;1;1;1;10;1;1;4;6;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;63,2179744955249
420293;237;1;1;1;7;1;4;4;2;1;1;2;1;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;49,2044043245117
420294;237;1;1;1;11;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;7;2;55,4251992177673
420301;237;1;1;1;3;1;3;4;2;1;2;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ;5;2;71,7740429650074
420305;237;1;1;1;7;1;3;3;2;1;1;2;2;2;2;2;2;2;2;2;1;3;1;5;2;2; ;2;50,0924912465949
420306;237;1;1;1;3;1;4;3;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;40,352698367089
420306;237;2;1;2;12;1;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;40,352698367089
420310;237;3;1;3;10;1;7;2;2;2;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;55,1455254134635
420312;237;1;1;1;6;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;1;5;2;4; ; ; ;2;46,654713085379
420315;237;2;1;2;6;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;5;2;5; ;2;45,0493836749587
420316;237;2;1;2;2;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;48,6504776465113
420317;237;1;1;1;10;1;3;4;2;2;1;1;2;2;2;2;2;1;2;1;1;1;1;4;2;3; ;2;51,4708426764309
420326;237;3;1;3;6;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;34,4637814293737
420327;237;1;1;1;11;1;1;2;3;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;41,7733273529291
420331;237;1;1;1;8;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;1;2;67,5116643350041
420332;237;1;1;1;9;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;50,8732201882279
420336;237;1;1;1;12;1;4;4;1;2;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2;36,9885089713531
420336;237;1;2;1;1;1;1;4;4;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;36,9885089713531
420337;237;1;1;1;11;1;3;4;2;2;1;1;2;2;2;2;2;1;2;1;1;1;2;4;2;5; ;2;48,6504776465113
420337;237;3;1;3;8;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;48,6504776465113
420338;237;2;1;2;5;1;3;2;2;1;1;2;2;2;2;2;2;2;2;2;1;4;2;4; ; ; ;2;53,3587373328368
420338;237;3;1;3;2;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;4;1; ; ;2;53,3587373328368
420346;237;4;1;4;6;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;53,6054521444412
420349;237;1;1;1;8;1;4;4;2;2;1;2;2;2;2;1;2;2;2;1;1;1;1;6;1; ; ;2;42,5754409088056
420352;237;3;1;3;4;1;7;2;2;2;1;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;54,1394662744697
420353;237;2;1;2;1;1;7;2;7;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;80,6794251399382
420355;237;1;1;1;1;1;1;3;4;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;48,1280378949386
420355;237;2;1;2;1;1;1;2;4;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;48,1280378949386
420356;237;6;1;6;3;1;4;2;2;1;2;2;2;2;2;1;2;1;2;1;1;3;1;5;2;3; ;2;35,5026238441151
420357;237;2;1;2;7;1;4;4;2;1;1;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ;5;2;49,4312065881442
420362;237;1;1;1;9;1;3;3;2;1;1;1;2;2;2;2;2;2;2;2;1;3;1;1;1; ; ;2;42,9023896062217
420364;237;2;1;2;8;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;44,5498208556944
420366;237;3;1;3;11;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;7;2;40,352698367089
420371;237;1;1;1;7;1;3;2;2;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;77,0047424029056
420377;237;1;1;1;3;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;48,6504776465113
420377;237;2;1;2;11;1;3;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;2;3;1; ; ;2;48,6504776465113
420380;237;4;1;4;8;1;4;2;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;44,9420256945084
420382;237;1;1;1;6;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2;53,6935852181475
420383;237;1;1;1;6;1;2;2;7;1;2;2;2;2;2;2;2;2;2;2;1;3;2;5;1; ; ;2;50,8732201882279
420388;237;1;1;1;8;1;4;3;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2;63,0224834413683
420388;237;2;1;2;12;1;9;1;6;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2;63,0224834413683
420391;237;2;1;2;3;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;38,9529623230095
420394;237;2;1;2;11;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;49,9851332661447
420395;237;1;1;1;12;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;7;2;53,6935852181475
420397;237;2;2;2;6;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2;52,4053942693556
420402;237;3;1;3;8;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;64,2177822298475
420404;237;1;1;1;5;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;53,2075078252321
420410;237;2;1;2;7;1;3;3;2;1;2;2;2;2;2;2;2;1;2;1;1;4;1;3; ; ; ;2;38,3130622788023
420411;237;1;1;1;4;1;3;2;2;2;1;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;5;2;55,94763896934
420419;237;1;1;1;3;1;3;3;2;1;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;51,4708426764309
420420;237;1;1;1;6;1;7;3;1;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;57,2065461159938
420422;237;2;1;2;8;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;1;2;1;1;2;3; ;2;50,690113734798
420422;237;3;1;3;12;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;50,690113734798
420429;237;3;1;3;10;1;4;4;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2;46,4277351047947
420430;237;1;1;1;9;1;3;3;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;48,6504776465113
420432;237;1;1;1;10;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;38,9315777087659
420433;237;4;1;4;2;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;43,8129634412158
420435;237;2;1;2;6;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;7;2;28,4324405018706
420435;237;4;1;4;4;1;7;3;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;28,4324405018706
420438;237;1;1;1;10;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1; ; ;2;50,8732201882279
420442;237;1;1;1;6;1;3;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1; ; ;2;39,5719694254561
420442;237;2;1;2;7;1;4;4;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;39,5719694254561
420448;237;1;1;1;9;1;4;1;2;1;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;1;2423,2984599054
420452;237;1;1;1;7;1;7;1;4;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;2399,86660859248
420454;237;1;1;1;11;2;4;4;2;1;1;1;2;2;2;1;2;1;2;2;1;1;1;3;1; ; ;2;2399,86660859248
420459;237;2;1;2;6;1;7;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;2883,75158369259
420459;237;3;1;3;11;1;7;3;4;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2;2883,75158369259
420465;237;2;1;2;5;1;1;1;2;1;1;2;2;2; ; ; ; ; ;2;1;5;1;5; ; ; ;2;1597,96496503976
420478;237;2;1;2;9;2;4;4;2;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;5;2;3285,06190791985
420482;237;3;1;3;6;1;2;3;2;2;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;1;2;932,033653232451
420493;237;1;1;1;6;1;7;3;2;2;2;2;1;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;4079,99358641405
420503;237;2;1;2;12;2;3;3;2;1;1;1;2;2;2;2;2;2;2;1;2; ; ; ; ; ;7;2;1568,40500701008
420505;237;2;1;2;10;1;7;2;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;1123,1989074597
420521;237;2;1;2;6;1;1;4;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;767,542848754521
420567;237;3;1;3;5;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;8;2;5330,91353033318
420570;237;1;1;1;12;2;1;2;5;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;5;2;4213,51865263724
420570;237;3;1;3;6;1;7;2;1;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;4213,51865263724
420583;237;1;1;1;11;2;4;1;10;2;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2;4324,90455553701
420605;237;4;1;4;11;1;4;4;2;1;1;2;1;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;41,8408076332997
420610;237;2;1;2;6;1;4;3;3;2;1;2;2;2;2;1;2;2;2;2;1;3;1;6;1; ; ;2;57,4316635648072
420610;237;4;1;4;4;1;2;4;2;1;1;1;1;2;2;1;2;2;2;2;1;1;1;2;2;2; ;2;57,4316635648072
420613;237;1;1;1;11;1;2;3;7;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;61,7168632801598
420616;237;3;1;3;2;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;1;3;1;2;1; ; ;1;63,9711289278173
420620;237;2;1;2;1;1;4;1;8;2;1;1;1;2;2;2;2;2;2;2;1;1;1;2;1; ; ;2;58,5580585616078
420631;237;2;1;2;3;1;7;4;7;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;50,5639949771131
420637;237;3;1;3;8;1;7;2;9;1;2;2;2;2;2;2;2;2;2;2;1;3;1;6;1; ; ;2;62,9242700295204
420639;237;5;1;5;11;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;49,9502351540211
420649;237;2;1;2;1;1;1;2;2;2;1;2;2;2; ; ; ; ; ;2;1;1;1;6;1; ; ;2;45,4973682091641
420650;237;2;1;2;12;1;4;4;1;2;1;2;2;2;1;2;2;1;2;1;1;1;1;2;1; ; ;2;49,9753341773562
420653;237;1;1;1;2;1;7;3;1;1;2;2;2;2;2;2;2;2;2;1;1;5;2;1; ; ; ;2;43,4308945437184
420658;237;2;1;2;8;1;7;3;3;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2;70,5477756373086
420659;237;3;1;3;12;1;7;3;1;1;2;2;2;2;2;2;2;2;2;2;1;5;1;5; ; ; ;2;46,3419882456959
420665;237;1;1;1;12;1;7;2;7;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2;51,4645158869857
420665;237;2;1;2;10;1;7;3;7;2;1;2;2;2;2;2;2;2;2;1;2; ; ; ; ; ;4;1;51,4645158869857
420665;237;3;1;3;9;1;7;9;7;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1; ; ;2;51,4645158869857
420669;237;1;1;1;11;1;4;4;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2;64,8666755670623
420672;237;2;1;2;11;1;7;2;3;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;5;2;58,3108670894838
420673;237;1;1;1;4;1;7;3;2;2;2;1;2;1;2;2;2;2;2;2;2; ; ; ; ; ;1;2;57,3428924042536
420688;237;1;1;1;11;1;1;2;3;2;2;1;2;2; ; ; ; ; ;2;1;4;1;1; ; ; ;2;79,0528601580716
420693;237;2;1;2;5;1;4;3;2;2;2;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2;40,3009187695513
420697;237;4;1;4;10;1;4;4;2;1;2;2;2;2;1;1;2;2;2;1;1;3;1;1;1; ; ;2;51,4249581282132
420698;237;4;1;4;11;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;50,538895953778
420704;237;3;1;3;8;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;1;4;1;1; ; ; ;2;56,7226645581961
420706;237;1;1;1;5;1;7;3;9;1;2;2;2;2;2;2;2;2;2;2;1;5;1;5; ; ; ;2;64,7847630562672
420706;237;2;1;2;2;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;64,7847630562672
420724;237;1;1;1;11;1;4;1;2;1;1;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;3;2;61,9442130211441
420727;237;3;1;3;3;1;4;4;2;1;1;2;2;2;2;1;1;1;1;2;1;3;1;4;2;3; ;2;45,4578104503917
420734;237;1;1;1;10;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;51,4645158869857
420736;237;1;1;1;9;1;4;3;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;72,5179049892436
420752;237;1;1;1;10;1;7;2;7;1;2;2;2;2;2;2;2;2;2;2;1;3;1;5;2;2; ;2;61,151417124607
420759;237;1;1;1;6;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2;55,9770653433225
420765;237;1;1;1;6;1;7;3;3;1;2;2;2;2;2;2;2;2;2;2;1;4;1;4; ; ; ;2;49,6916629820723
420770;237;3;1;3;4;1;7;3;1;1;2;2;2;2;2;2;2;2;2;1;1;5;1;7; ; ; ;2;50,0944280346324
420771;237;1;1;1;10;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;1;4;1;5; ; ; ;2;49,6916629820723
420778;237;1;1;1;5;1;1;3;2;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2;55,0815187040776
420785;237;1;1;1;2;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;56,2474714596507
420797;237;1;1;1;6;1;7;3;7;1;2;2;2;2;2;2;2;2;2;2;1;2;2;4;2;3; ;2;39,0816780758113
420809;237;2;1;2;8;1;1;3;6;2;1;2;2;2; ; ; ; ; ;1;1;5;1;6; ; ; ;2;64,7847630562672
420818;237;2;1;2;12;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2;55,9519663199874
420820;237;2;1;2;9;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;5;2;62,5215049769603
