DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P578;P1341;P1229;P1335;P1338;P1339S3;P1339S5;P1339S1;P1339S2;P1339S6;P580S1;P580S2;P580S3;P580S5;P580S6;P1598;P1324;P582;P583;P1114;P1599;P1600;P1113;P1318
621775;237;1;1;1;39,6820001858596;2;1;4;4;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;5;1; ; ;2
621778;237;1;1;1;44,1258015130626;3;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;4;2
621781;237;1;1;1;40,6042422573536;12;1;4;3;2;2;1;2;2;2;2;1;2;2;2;1;1;1;1;2;1; ; ;2
621789;237;2;1;2;31,7912043370385;6;1;4;3;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;7;2
621795;237;1;1;1;67,2913919070954;4;1;4;3;2;2;2;1;2;2;1;1;2;2;2;1;2; ; ; ; ; ;3;2
621799;237;3;1;3;41,309085436999;2;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
621815;237;2;1;2;46,0927491659063;12;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
621835;237;1;1;1;36,7515855729784;4;1;4;2;7;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;1;2
621835;237;2;1;2;36,7515855729784;4;1;4;2;7;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2
621885;237;1;1;1;48,9149337358149;11;1;3;4;2;1;2;2;2;2;2;1;1;1;2;1;1;1;1;2;2;3; ;2
622000;237;5;1;5;474,286231237835;2;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2
622005;237;1;1;1;628,117592966683;6;1;4;4;8;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;5;2
622012;237;1;1;1;890,185716939342;12;1;4;4;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;1;2
622019;237;4;1;4;371,702252101364;4;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;1;2
622060;237;1;1;1;491,075608083621;12;2;4;2;2;1;1;1;2;2;1;2;2;1;2;2;2; ; ; ; ; ;10;2
622066;237;1;1;1;483,816816995831;7;1;4;4;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;5;1; ; ;2
622076;237;1;1;1;401,589929680783;11;1;4;9;7;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
622113;237;2;1;2;154,126474626821;6;1;4;4;7;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
622133;237;2;1;2;112,910954599716;10;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
622264;237;4;1;4;1289,79931999958;12;2;4;1;5;1;1;1;2;2;2;1;2;1;2;2;2; ; ; ; ; ;1;2
622272;237;1;1;1;886,187082094996;9;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
622274;237;2;1;2;1573,11168215319;9;1;4;4;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
622275;237;1;1;1;1368,40629462455;9;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
622303;237;1;1;1;985,964308113771;10;1;1;4;6;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;1;2
622308;237;3;1;3;1698,72105242903;7;1;1;2;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
622315;237;2;1;2;1277,18464543619;8;1;3;3;2;2;2;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
622316;237;2;1;2;1673,57325042849;12;2;7;2;8;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
622318;237;1;1;1;1767,90446172885;11;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
622331;237;2;1;2;1026,67334511799;2;1;1;3;2;1;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
622331;237;3;1;3;1026,67334511799;11;1;4;3;2;1;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
622334;237;4;1;4;1114,69465583512;7;1;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;1;2
622337;237;1;1;1;1036,47781620115;3;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;1;4;2;2; ;2
622339;237;2;1;2;1061,48075202214;2;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
622366;237;2;1;2;462,927451515573;2;1;4;3;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
622366;237;3;1;3;462,927451515573;3;2;2;3;2;1;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
622374;237;1;1;1;1363,36345786609;11;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
622392;237;1;1;1;43,8511431723388;12;2;1;2;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
622403;237;1;1;1;46,0220894292103;9;2;3;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;5;2;1; ;1
622427;237;6;1;6;1204,73933313152;3;2;4;3;2;1;1;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;2;2
622430;237;1;1;1;2075,96281968008;9;1;2;3;2;2;2;1;2;2;2;2;2;2;2;1;2; ; ; ; ; ;8;2
622450;237;1;1;1;978,310358772675;12;1;7;4;2;1;2;1;1;2;2;2;2;2;2;2;2; ; ; ; ; ;2;2
622464;237;1;1;1;106,649207397646;12;1;3;4;2;1;2;2;2;2;2;2;2;1;2;1;2; ; ; ; ; ;3;2
622464;237;2;1;2;106,649207397646;9;1;4;4;1;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
622468;237;2;1;2;85,6301229134044;8;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;1;4; ;1; ; ; ;2
622500;237;1;1;1;55,7438900792373;1;1;7;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2
622512;237;1;1;1;53,5668100001762;11;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
622514;237;1;1;1;905,182733787377;8;1;7;3;9;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
622532;237;1;1;1;596,191556606569;11;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;5;1; ; ;2
622541;237;1;1;1;439,14731628321;8;1;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
622543;237;1;1;1;249,926287897685;10;1;3;4;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
622543;237;2;1;2;249,926287897685;4;1;7;3;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
622552;237;4;1;4;67,714094575824;10;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;5;1; ; ;1
622579;237;4;1;4;66,4433848075811;2;1;3;3;2;1;2;2;2;2;2;2;2;2;2;1;1;3;1;5;1; ; ;1
622647;237;1;1;1;114,166670340111;2;1;1;2;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;4;2
622654;237;2;1;2;99,2934316296497;9;1;4;3;2;2;1;2;2;2;1;1;2;1;2;2;2; ; ; ; ; ;8;2
622682;237;2;1;2;121,721251381908;11;1;4;2;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
622686;237;2;1;2;83,0377053324067;3;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
622717;237;2;1;2;98,0793003732175;10;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
622722;237;1;1;1;95,0331862867368;3;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;1; ; ;2
622738;237;1;1;1;358,87419330217;2;1;4;2;2;1;2;2;2;2;1;2;2;2;2;2;1;4; ;2; ; ; ;2
622740;237;3;1;3;348,406503316082;8;1;4;1;4;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;1; ;2
622786;237;4;1;4;188,985116682505;12;1;4;4;4;1;1;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
622790;237;1;1;1;412,681998852978;2;1;4;4;2;1;2;2;2;2;2;1;2;2;2;1;1;4; ;1; ; ; ;2
622813;237;1;1;1;305,978427305149;2;1;7;4;7;2;2;1;2;1;2;2;2;2;2;1;1;2;2;5;2;2; ;2
622817;237;1;1;1;437,191285268381;3;1;4;3;9;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
622822;237;1;1;1;258,389419177562;9;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
622887;237;2;1;2;51,1824052842885;3;1;3;2;3;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
622890;237;3;1;3;38,3933150329941;11;2;4;4;1;1;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1; ; ;2
622891;237;3;1;3;46,7474277402938;7;1;4;3;7;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
622892;237;1;1;1;33,5646245317635;10;1;3;3;2;1;1;1;2;2;2;2;1;1;2;2;1;3;1;4;1; ; ;2
622893;237;2;1;2;34,6119635823853;5;1;4;4;3;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
622896;237;2;1;2;37,2812191384511;4;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
622898;237;4;1;4;66,1165159107213;3;1;1;4;6;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
622898;237;2;1;2;66,1165159107213;5;1;3;3;2;1;1;2;2;2;2;2;2;1;2;1;1;4; ;5; ; ; ;2
622899;237;2;1;2;36,8672942596068;10;1;3;3;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;7;2
622907;237;2;1;2;47,069184198794;12;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;5;2;4; ;2
622908;237;1;1;1;46,2366027151591;6;1;3;4;2;1;1;1;2;2;2;2;2;1;2;2;1;5; ;6; ; ; ;2
622908;237;3;1;3;46,2366027151591;3;1;3;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
622910;237;1;1;1;50,3469367976452;9;1;3;2;2;2;2;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
622926;237;1;1;1;42,4962731473065;5;1;3;2;2;1;1;2;2;2;2;2;2;2;2;2;1;3;1;5;2;1; ;2
622926;237;2;1;2;42,4962731473065;8;1;4;3;2;1;2;2;2;2;2;1;1;2;2;2;2; ; ; ; ; ;3;2
622931;237;1;1;1;39,6000868011675;2;1;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
622931;237;3;1;3;39,6000868011675;12;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;1;2
622938;237;3;1;3;58,4275894373437;1;1;4;2;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
622948;237;2;1;2;51,8553132675769;10;1;3;3;2;1;1;1;2;2;2;2;2;2;2;2;1;3;1;3;1; ; ;2
622956;237;1;1;1;49,8262848091194;8;1;4;2;2;1;2;2;2;2;1;2;2;2;2;1;1;4; ;4; ; ; ;2
622956;237;2;1;2;49,8262848091194;8;1;4;2;2;1;2;2;2;2;1;2;2;2;2;1;1;4; ;4; ; ; ;2
622958;237;1;1;1;54,3559470644939;3;1;1;3;2;2;1;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
622966;237;3;1;3;58,1025246678156;9;1;4;4;2;1;2;2;2;2;1;2;2;2;2;1;1;4; ;5; ; ; ;2
622970;237;3;1;3;44,8341456044174;2;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
622971;237;1;1;1;52,0326877430659;9;1;4;2;2;1;2;2;2;2;2;1;2;1;2;1;1;3;1;4;1; ; ;2
622974;237;1;1;1;45,7441467205469;2;1;4;2;2;2;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;4;2
622982;237;1;1;1;39,8610278472955;12;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
622982;237;2;1;2;39,8610278472955;6;1;3;3;2;1;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
622987;237;1;1;1;45,4732984935902;6;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
622992;237;1;1;1;33,9672951421784;10;1;4;4;2;1;2;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;4;2
622998;237;2;1;2;49,2917285963428;5;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
622998;237;3;1;3;49,2917285963428;1;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;5;1; ; ;2
623016;237;1;1;1;302,907105744697;12;1;4;4;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
623017;237;2;1;2;591,265612769877;1;1;4;2;2;1;1;1;2;2;2;1;2;2;2;1;1;1;1;2;1; ; ;2
623019;237;1;1;1;318,299833740231;9;1;4;1;1;2;2;2;1;2;2;2;2;2;2;1;2; ; ; ; ; ;3;2
623028;237;2;1;2;219,655924935675;3;1;4;4;5;1;1;2;2;1;1;2;2;2;2;2;2; ; ; ; ; ;3;2
623028;237;3;1;3;219,655924935675;12;1;1;3;4;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
623038;237;1;1;1;62,5630626423702;10;1;4;1;9;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;8;2
623044;237;3;1;3;115,709401925704;6;1;1;4;1;2;2;2;2;1; ; ; ; ; ;2;2; ; ; ; ; ;6;2
623047;237;1;1;1;65,7371060175607;12;1;4;9;11;2;2;2;2;1;2;2;2;2;2;2;2; ; ; ; ; ;4;2
623063;237;2;1;2;77,3280611114259;2;1;4;4;4;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
623088;237;2;1;2;58,0015332706114;2;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;8;2
623106;237;1;1;1;69,9021347454271;2;1;4;2;2;2;1;1;2;2;2;1;2;2;2;2;2; ; ; ; ; ;8;2
623106;237;3;1;3;69,9021347454271;2;1;4;3;3;1;1;1;2;2;2;1;2;2;2;2;1;1;2;5;1; ; ;2
623157;237;1;1;1;112,331188387651;11;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
623163;237;1;1;1;83,8160968863841;7;1;1;2;11;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
623171;237;3;1;3;106,104588610285;3;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2
623171;237;5;1;5;106,104588610285;12;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
623177;237;1;1;1;93,6093236563761;3;1;1;3;2;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
623190;237;4;1;4;75,2304730529454;8;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
623214;237;1;1;1;61,5160961673028;4;1;7;3;7;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
623225;237;2;1;2;83,2324344884439;2;1;4;3;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
623228;237;2;1;2;72,7868278684108;5;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;1;3;1;1;2;3; ;2
623283;237;1;1;1;66,3146426297074;2;1;7;1;7;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;2;2
623309;237;1;1;1;45,4145184927751;2;1;1;3;2;2;1;1;2;2; ; ; ; ; ;2;2; ; ; ; ; ;4;2
623324;237;1;1;1;166,229808049497;9;1;1;3;4;1;2;2;2;2; ; ; ; ; ;1;1;1;1;1;2;2; ;2
623347;237;2;1;2;447,964595752322;11;1;4;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;5;1; ; ;1
623355;237;1;1;1;654,538829020013;10;1;4;3;2;2;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;4;2
623372;237;1;1;1;345,320096037068;7;1;3;4;9;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
623398;237;8;1;8;602,506966557054;9;1;4;4;2;1;2;2;2;2;1;2;2;2;2;1;1;1;1;5;1; ; ;2
623405;237;3;1;3;511,277652264675;5;1;4;3;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;6;2
623415;237;2;1;2;416,903414887229;12;1;1;4;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;6;2
623425;237;1;1;1;474,815132050969;5;1;3;3;4;1;1;2;2;2;2;2;2;1;2;1;1;5; ;2; ; ; ;2
623444;237;3;1;3;44,3780151272417;1;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;4;2
623456;237;1;1;1;46,4742099364212;5;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
623496;237;1;1;1;44,7653877889217;3;1;7;3;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1; ; ;2
623504;237;6;1;6;48,3985960016002;2;1;4;4;2;2;1;2;2;2;2;1;2;2;2;1;1;1;1;2;2;2; ;2
623543;237;2;2;2;42,1974935867645;9;1;4;4;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;1;2
623555;237;2;1;2;71,1501362061405;3;1;4;2;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;8;2
623560;237;1;1;1;150,719231747108;6;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
623627;237;2;1;2;141,134699493831;11;1;4;4;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
623634;237;2;1;2;171,19499569484;11;1;4;3;2;1;1;2;2;2;1;2;2;2;2;2;1;2;2;5;1; ; ;2
623656;237;1;1;1;166,076004103839;6;1;4;4;2;1;1;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;1;2
623689;237;2;1;2;110,918921816025;12;1;4;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1;2;1; ; ;2
623691;237;3;1;3;173,507801185187;10;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2
623727;237;3;1;3;266,598938290111;6;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2
623740;237;3;1;3;252,0360433191;4;1;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
623742;237;2;1;2;172,546497770222;12;1;4;3;7;2;2;1;2;2;1;2;2;1;2;1;2; ; ; ; ; ;8;2
623751;237;1;1;1;155,483354744919;3;1;4;3;7;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;2;2
623786;237;1;1;1;206,9752647223;11;1;4;3;2;2;1;1;2;2;2;2;2;2;1;1;1;1;1;2;1; ; ;2
623833;237;3;1;3;119,468112860535;9;1;3;4;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;6;2
623839;237;1;1;1;103,63473671014;8;1;4;4;2;2;2;1;2;2;1;2;2;2;2;2;1;4; ;5; ; ; ;2
623866;237;1;1;1;69,0059236164739;12;2;4;3;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;8;2
623942;237;1;1;1;150,355351999505;1;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;7;2
624009;237;2;1;2;3452,99339409353;7;1;4;3;2;1;1;2;2;2;2;2;2;1;2;1;1;4; ;1; ; ; ;2
624019;237;1;1;1;2474,21768678625;6;1;4;2;2;1;1;1;2;2;2;2;2;1;2;1;1;1;1;1;1; ; ;2
624028;237;1;1;1;4421,36131027477;7;1;6;3;5;1;1;2;2;2;2;1;2;2;2;1;1;2;1;4;1; ; ;2
624030;237;1;1;1;3709,80327952797;11;1;3;4;2;1;2;1;2;2;1;2;2;2;2;2;2; ; ; ; ; ;4;2
624033;237;2;1;2;2719,20609247347;8;1;3;4;2;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
624036;237;1;1;1;4076,44444989651;5;1;4;2;4;1;1;2;2;2;2;2;2;2;2;2;1;1;1;4;1; ; ;2
624105;237;3;1;3;1101,74220495142;6;1;4;4;2;1;1;2;2;2;2;1;2;2;2;1;2; ; ; ; ; ;3;2
624109;237;1;1;1;1029,5235880621;3;1;4;4;2;1;1;1;2;2;1;1;2;1;2;2;2; ; ; ; ; ;3;2
624113;237;3;1;3;908,786652779633;1;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
624116;237;6;1;6;1153,88565055512;1;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;6;2
624137;237;2;1;2;1953,7964670099;3;1;4;2;2;1;1;2;2;2;2;2;2;1;2;1;1;3;1;1;2;4; ;2
624143;237;1;1;1;1411,84810389145;8;1;4;4;5;1;2;1;2;2;1;2;2;2;2;2;1;2;2;4;1; ; ;2
624182;237;4;1;4;1360,89590153484;6;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
624186;237;3;1;3;1355,72025562366;9;1;4;9;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;7;2
624213;237;3;1;3;1219,10772059567;5;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
624219;237;2;1;2;1572,08575293256;7;1;4;2;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;7;2
624250;237;1;1;1;1820,74880542948;12;1;4;2;2;1;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2
624251;237;1;1;1;868,941845127135;8;1;3;3;2;1;2;2;2;2;2;2;2;1;2;1;1;1;1;4;2;3; ;2
624258;237;4;1;4;1352,92144659716;12;2;4;3;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;1;2
624266;237;1;1;1;53,8409649222242;1;1;7;2;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
624372;237;1;1;1;1395,59972972247;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3;1;4;2;3; ;2
624383;237;2;1;2;25,336406139084;2;1;3;2;4;1;1;1;2;2;2;2;2;1;2;2;1;1;1;5;2;5; ;2
624389;237;1;1;1;36,7925836352422;3;1;4;1;7;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
624394;237;4;1;4;70,0032798471616;2;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;6;2
624396;237;1;1;1;592,966337649134;9;1;4;4;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
624413;237;2;1;2;915,365525987974;12;2;1;3;5;1;2;2;2;2; ; ; ; ; ;2;2; ; ; ; ; ;3;2
624417;237;3;1;3;702,851995997269;2;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;2;2
624428;237;1;1;1;738,199820860709;9;1;7;2;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
624432;237;1;1;1;75,1344567293448;9;1;3;1;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;4;2
624441;237;4;1;4;121,028954960214;6;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;1;4; ;6; ; ; ;2
624448;237;1;1;1;879,609578995352;6;1;3;2;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
624453;237;2;1;2;544,695620986525;8;2;4;4;10;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
624456;237;2;1;2;65,6941821105281;4;1;4;4;2;1;1;1;2;1;2;1;2;2;2;2;2; ; ; ; ; ;3;2
624464;237;1;1;1;84,8175565583619;9;1;7;3;9;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;8;2
624476;237;1;1;1;94,0323417752669;10;1;4;4;2;1;2;2;2;2;2;1;2;1;2;2;2; ; ; ; ; ;4;2
624532;237;1;1;1;47,6927060875907;3;1;3;4;2;2;1;1;2;2;2;2;2;1;2;2;1;3;1;6;2;4; ;2
624552;237;1;1;1;56,8223163489203;6;1;3;2;2;1;1;1;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
624552;237;2;1;2;56,8223163489203;12;1;4;2;2;1;1;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
624568;237;1;1;1;826,882574238991;6;1;4;4;2;1;2;2;2;2;1;1;2;2;2;2;2; ; ; ; ; ;1;2
624572;237;1;1;1;607,447915153756;5;1;7;4;6;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
624589;237;1;1;1;627,019911703642;7;1;4;3;2;2;1;2;2;2;1;2;2;2;2;1;1;3;1;2;2;3; ;2
624591;237;3;1;3;491,529097672767;10;1;7;3;1;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;4;2
624599;237;2;1;2;86,8326882709341;6;1;3;4;2;1;1;1;2;2;2;2;2;1;2;2;1;2;2;4;2;5; ;2
624599;237;5;1;5;86,8326882709341;2;1;3;4;2;1;2;2;2;2;2;2;2;1;2;2;2; ; ; ; ; ;3;2
624634;237;1;1;1;683,804107888433;2;1;7;2;2;2;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
624636;237;1;1;1;535,580533915874;8;1;3;4;2;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
624650;237;3;1;3;474,229268817289;8;1;4;4;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
624652;237;1;1;1;405,038503681428;5;1;4;4;2;2;1;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
624662;237;3;1;3;80,2756117440945;1;1;4;3;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;4;2;3; ;2
624663;237;3;1;3;134,771031006649;9;1;4;3;2;1;1;2;2;2;2;1;2;2;2;1;2; ; ; ; ; ;3;2
624701;237;3;1;3;61,7991481152258;1;1;4;3;2;1;2;2;2;2;2;1;2;2;2;2;2; ; ; ; ; ;3;2
624717;237;2;1;2;87,1418444668239;2;1;4;1;2;1;2;2;2;2;1;2;2;2;2;2;2; ; ; ; ; ;3;2
624737;237;3;1;3;98,9329344445121;1;1;4;2;2;2;1;2;2;2;1;2;2;2;2;1;2; ; ; ; ; ;3;2
624753;237;1;1;1;82,2038519388561;1;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
624765;237;4;1;4;132,917669159257;9;1;3;4;2;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;3;2
624780;237;1;1;1;70,5294715803323;6;1;9;2;11;2;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ;8;2
624795;237;1;1;1;87,2404504824944;11;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;1;5; ;2; ; ; ;2
